origin,destination,trips,date
34003003500,36005004300,104,2019-12-30
34003023100,36005004300,100,2019-12-30
34003042500,36005004300,227,2019-12-30
34017007400,36005004300,144,2019-12-30
34017014600,36005004300,215,2019-12-30
34017019800,36005004300,98,2019-12-30
34031181000,36005004300,151,2019-12-30
36005000400,36005004300,153,2019-12-30
36005001600,36005004300,129,2019-12-30
36005002500,36005004300,232,2019-12-30
36005002701,36005004300,114,2019-12-30
36005002702,36005004300,451,2019-12-30
36005003100,36005004300,158,2019-12-30
36005003300,36005004300,146,2019-12-30
36005003500,36005004300,159,2019-12-30
36005003700,36005004300,505,2019-12-30
36005003900,36005004300,1335,2019-12-30
36005004100,36005004300,2072,2019-12-30
36005004200,36005004300,137,2019-12-30
36005004300,36005004300,9315,2019-12-30
36005004600,36005004300,235,2019-12-30
36005005002,36005004300,153,2019-12-30
36005005100,36005004300,541,2019-12-30
36005005902,36005004300,142,2019-12-30
36005006100,36005004300,537,2019-12-30
36005006200,36005004300,137,2019-12-30
36005006300,36005004300,1780,2019-12-30
36005006500,36005004300,3370,2019-12-30
36005006700,36005004300,645,2019-12-30
36005007100,36005004300,1098,2019-12-30
36005007300,36005004300,551,2019-12-30
36005007700,36005004300,329,2019-12-30
36005007800,36005004300,394,2019-12-30
36005007900,36005004300,114,2019-12-30
36005008300,36005004300,429,2019-12-30
36005008500,36005004300,566,2019-12-30
36005008700,36005004300,411,2019-12-30
36005009000,36005004300,176,2019-12-30
36005009200,36005004300,228,2019-12-30
36005009300,36005004300,449,2019-12-30
36005011700,36005004300,569,2019-12-30
36005012102,36005004300,113,2019-12-30
36005012300,36005004300,161,2019-12-30
36005012500,36005004300,174,2019-12-30
36005012701,36005004300,120,2019-12-30
36005014100,36005004300,270,2019-12-30
36005014702,36005004300,271,2019-12-30
36005015300,36005004300,153,2019-12-30
36005016500,36005004300,118,2019-12-30
36005016700,36005004300,142,2019-12-30
36005017500,36005004300,179,2019-12-30
36005017701,36005004300,111,2019-12-30
36005018101,36005004300,214,2019-12-30
36005018102,36005004300,118,2019-12-30
36005018301,36005004300,143,2019-12-30
36005018900,36005004300,221,2019-12-30
36005019500,36005004300,148,2019-12-30
36005019900,36005004300,133,2019-12-30
36005021302,36005004300,151,2019-12-30
36005021501,36005004300,126,2019-12-30
36005021502,36005004300,128,2019-12-30
36005021700,36005004300,326,2019-12-30
36005022102,36005004300,157,2019-12-30
36005022200,36005004300,163,2019-12-30
36005022403,36005004300,122,2019-12-30
36005022701,36005004300,354,2019-12-30
36005022902,36005004300,173,2019-12-30
36005023501,36005004300,141,2019-12-30
36005023703,36005004300,150,2019-12-30
36005024000,36005004300,151,2019-12-30
36005024100,36005004300,118,2019-12-30
36005024501,36005004300,151,2019-12-30
36005024600,36005004300,150,2019-12-30
36005024900,36005004300,138,2019-12-30
36005025300,36005004300,115,2019-12-30
36005026701,36005004300,119,2019-12-30
36005027700,36005004300,135,2019-12-30
36005028900,36005004300,129,2019-12-30
36005029700,36005004300,113,2019-12-30
36005031000,36005004300,127,2019-12-30
36005033000,36005004300,273,2019-12-30
36005033400,36005004300,155,2019-12-30
36005033600,36005004300,157,2019-12-30
36005036502,36005004300,123,2019-12-30
36005038301,36005004300,132,2019-12-30
36005038500,36005004300,251,2019-12-30
36005038700,36005004300,125,2019-12-30
36005038800,36005004300,139,2019-12-30
36005038900,36005004300,353,2019-12-30
36005039500,36005004300,120,2019-12-30
36005039700,36005004300,117,2019-12-30
36005040502,36005004300,118,2019-12-30
36005041100,36005004300,147,2019-12-30
36005043500,36005004300,145,2019-12-30
36005046201,36005004300,1353,2019-12-30
36047020500,36005004300,109,2019-12-30
36047033900,36005004300,128,2019-12-30
36047037900,36005004300,252,2019-12-30
36047049100,36005004300,102,2019-12-30
36047050803,36005004300,195,2019-12-30
36047051900,36005004300,149,2019-12-30
36047052500,36005004300,98,2019-12-30
36047086600,36005004300,144,2019-12-30
36047088200,36005004300,115,2019-12-30
36047115600,36005004300,132,2019-12-30
36059407301,36005004300,107,2019-12-30
