origin,destination,trips,date
34029715000,36047034000,105,2019-12-30
34029715800,36047034000,104,2019-12-30
34039030802,36047034000,135,2019-12-30
36047001500,36047034000,104,2019-12-30
36047003500,36047034000,117,2019-12-30
36047007100,36047034000,101,2019-12-30
36047007600,36047034000,106,2019-12-30
36047008000,36047034000,96,2019-12-30
36047016900,36047034000,108,2019-12-30
36047019800,36047034000,114,2019-12-30
36047021100,36047034000,214,2019-12-30
36047026900,36047034000,114,2019-12-30
36047029400,36047034000,119,2019-12-30
36047029800,36047034000,115,2019-12-30
36047030400,36047034000,105,2019-12-30
36047030600,36047034000,156,2019-12-30
36047032600,36047034000,921,2019-12-30
36047032800,36047034000,430,2019-12-30
36047033000,36047034000,337,2019-12-30
36047033600,36047034000,120,2019-12-30
36047034000,36047034000,1545,2019-12-30
36047034100,36047034000,143,2019-12-30
36047034200,36047034000,2351,2019-12-30
36047034800,36047034000,847,2019-12-30
36047035000,36047034000,251,2019-12-30
36047035200,36047034000,135,2019-12-30
36047035400,36047034000,299,2019-12-30
36047036400,36047034000,134,2019-12-30
36047037401,36047034000,151,2019-12-30
36047037402,36047034000,255,2019-12-30
36047038600,36047034000,134,2019-12-30
36047038800,36047034000,113,2019-12-30
36047039000,36047034000,109,2019-12-30
36047039200,36047034000,154,2019-12-30
36047040200,36047034000,305,2019-12-30
36047041800,36047034000,133,2019-12-30
36047048000,36047034000,144,2019-12-30
36047048400,36047034000,140,2019-12-30
36047049600,36047034000,116,2019-12-30
36047049900,36047034000,112,2019-12-30
36047050600,36047034000,138,2019-12-30
36047051300,36047034000,160,2019-12-30
36047052000,36047034000,96,2019-12-30
36047053000,36047034000,128,2019-12-30
36047054200,36047034000,115,2019-12-30
36047054500,36047034000,240,2019-12-30
36047057800,36047034000,121,2019-12-30
36047059000,36047034000,131,2019-12-30
36047059200,36047034000,108,2019-12-30
36047059402,36047034000,104,2019-12-30
36047060000,36047034000,104,2019-12-30
36047060800,36047034000,140,2019-12-30
36047062800,36047034000,110,2019-12-30
36047066200,36047034000,153,2019-12-30
36047069800,36047034000,539,2019-12-30
36047073600,36047034000,273,2019-12-30
36047081400,36047034000,118,2019-12-30
36047090800,36047034000,211,2019-12-30
36047096600,36047034000,112,2019-12-30
36047152200,36047034000,123,2019-12-30
36061000202,36047034000,181,2019-12-30
36061000900,36047034000,168,2019-12-30
36061001300,36047034000,115,2019-12-30
36061002700,36047034000,139,2019-12-30
36061004100,36047034000,96,2019-12-30
36061004500,36047034000,120,2019-12-30
36061010900,36047034000,296,2019-12-30
36061011300,36047034000,132,2019-12-30
36061025100,36047034000,120,2019-12-30
36061027300,36047034000,185,2019-12-30
36081026000,36047034000,177,2019-12-30
36081038302,36047034000,137,2019-12-30
36081070300,36047034000,129,2019-12-30
36081077902,36047034000,148,2019-12-30
34003016000,36047034000,80,2020-01-06
34013012800,36047034000,176,2020-01-06
36047000200,36047034000,99,2020-01-06
36047001100,36047034000,247,2020-01-06
36047003900,36047034000,87,2020-01-06
36047005300,36047034000,185,2020-01-06
36047006200,36047034000,98,2020-01-06
36047006900,36047034000,83,2020-01-06
36047011700,36047034000,100,2020-01-06
36047014500,36047034000,120,2020-01-06
36047016800,36047034000,197,2020-01-06
36047019900,36047034000,100,2020-01-06
36047021100,36047034000,93,2020-01-06
36047026400,36047034000,122,2020-01-06
36047029000,36047034000,88,2020-01-06
36047029400,36047034000,379,2020-01-06
36047029800,36047034000,88,2020-01-06
36047030400,36047034000,170,2020-01-06
36047030600,36047034000,367,2020-01-06
36047030800,36047034000,96,2020-01-06
36047032600,36047034000,1094,2020-01-06
36047032800,36047034000,409,2020-01-06
36047033000,36047034000,475,2020-01-06
36047034000,36047034000,231,2020-01-06
36047034200,36047034000,2797,2020-01-06
36047034800,36047034000,718,2020-01-06
36047035000,36047034000,209,2020-01-06
36047035200,36047034000,287,2020-01-06
36047035400,36047034000,397,2020-01-06
36047036002,36047034000,110,2020-01-06
36047036200,36047034000,265,2020-01-06
36047037401,36047034000,256,2020-01-06
36047038600,36047034000,508,2020-01-06
36047039600,36047034000,132,2020-01-06
36047039800,36047034000,106,2020-01-06
36047040200,36047034000,159,2020-01-06
36047041000,36047034000,192,2020-01-06
36047041200,36047034000,114,2020-01-06
36047042400,36047034000,146,2020-01-06
36047045300,36047034000,93,2020-01-06
36047045600,36047034000,90,2020-01-06
36047048000,36047034000,117,2020-01-06
36047048500,36047034000,600,2020-01-06
36047049900,36047034000,414,2020-01-06
36047050801,36047034000,147,2020-01-06
36047052600,36047034000,157,2020-01-06
36047053200,36047034000,104,2020-01-06
36047053800,36047034000,97,2020-01-06
36047055000,36047034000,97,2020-01-06
36047059600,36047034000,121,2020-01-06
36047060000,36047034000,272,2020-01-06
36047060800,36047034000,444,2020-01-06
36047062000,36047034000,129,2020-01-06
36047067000,36047034000,111,2020-01-06
36047074400,36047034000,94,2020-01-06
36047077000,36047034000,79,2020-01-06
36047079200,36047034000,146,2020-01-06
36047082000,36047034000,103,2020-01-06
36047112400,36047034000,93,2020-01-06
36047120800,36047034000,152,2020-01-06
36059300800,36047034000,129,2020-01-06
36059410900,36047034000,95,2020-01-06
36061000700,36047034000,92,2020-01-06
36061000900,36047034000,133,2020-01-06
36061002700,36047034000,105,2020-01-06
36061002900,36047034000,105,2020-01-06
36061004100,36047034000,230,2020-01-06
36061006100,36047034000,98,2020-01-06
36061006400,36047034000,93,2020-01-06
36061010100,36047034000,129,2020-01-06
36061010900,36047034000,189,2020-01-06
36061011402,36047034000,114,2020-01-06
36061011500,36047034000,94,2020-01-06
36061013400,36047034000,214,2020-01-06
36061025100,36047034000,111,2020-01-06
36085007000,36047034000,174,2020-01-06
36103123301,36047034000,96,2020-01-06
36103123500,36047034000,109,2020-01-06
36103146001,36047034000,744,2020-01-06
36047000200,36047034000,194,2020-01-13
36047002100,36047034000,117,2020-01-13
36047003300,36047034000,115,2020-01-13
36047003500,36047034000,96,2020-01-13
36047003700,36047034000,104,2020-01-13
36047012000,36047034000,116,2020-01-13
36047012801,36047034000,97,2020-01-13
36047014900,36047034000,145,2020-01-13
36047016000,36047034000,93,2020-01-13
36047028600,36047034000,127,2020-01-13
36047028800,36047034000,108,2020-01-13
36047029400,36047034000,128,2020-01-13
36047029800,36047034000,200,2020-01-13
36047030400,36047034000,177,2020-01-13
36047030600,36047034000,250,2020-01-13
36047030800,36047034000,128,2020-01-13
36047032600,36047034000,725,2020-01-13
36047032800,36047034000,741,2020-01-13
36047033000,36047034000,326,2020-01-13
36047034200,36047034000,2341,2020-01-13
36047034800,36047034000,332,2020-01-13
36047035000,36047034000,615,2020-01-13
36047035200,36047034000,94,2020-01-13
36047035400,36047034000,480,2020-01-13
36047036002,36047034000,100,2020-01-13
36047036200,36047034000,250,2020-01-13
36047036400,36047034000,99,2020-01-13
36047036600,36047034000,120,2020-01-13
36047037401,36047034000,106,2020-01-13
36047038200,36047034000,194,2020-01-13
36047041000,36047034000,199,2020-01-13
36047041800,36047034000,252,2020-01-13
36047042400,36047034000,166,2020-01-13
36047045600,36047034000,102,2020-01-13
36047046000,36047034000,101,2020-01-13
36047046202,36047034000,93,2020-01-13
36047046800,36047034000,193,2020-01-13
36047048400,36047034000,238,2020-01-13
36047048500,36047034000,1151,2020-01-13
36047049900,36047034000,180,2020-01-13
36047050803,36047034000,107,2020-01-13
36047055000,36047034000,179,2020-01-13
36047055200,36047034000,91,2020-01-13
