origin,destination,trips,date
34003003200,36061024500,83,2019-12-30
34003012001,36061024500,105,2019-12-30
34003013001,36061024500,133,2019-12-30
34003013002,36061024500,157,2019-12-30
34003019303,36061024500,141,2019-12-30
34003023200,36061024500,125,2019-12-30
34003030100,36061024500,103,2019-12-30
34003030300,36061024500,124,2019-12-30
34003042400,36061024500,91,2019-12-30
34003042500,36061024500,518,2019-12-30
34003054600,36061024500,125,2019-12-30
34003057102,36061024500,100,2019-12-30
34013007400,36061024500,112,2019-12-30
34013008000,36061024500,149,2019-12-30
34013013500,36061024500,105,2019-12-30
34013980200,36061024500,313,2019-12-30
34017000902,36061024500,116,2019-12-30
34017006100,36061024500,194,2019-12-30
34017007700,36061024500,123,2019-12-30
34017014800,36061024500,98,2019-12-30
34019010701,36061024500,119,2019-12-30
34039031601,36061024500,100,2019-12-30
36005001600,36061024500,131,2019-12-30
36005001900,36061024500,155,2019-12-30
36005002500,36061024500,279,2019-12-30
36005003900,36061024500,132,2019-12-30
36005006100,36061024500,161,2019-12-30
36005006200,36061024500,156,2019-12-30
36005006300,36061024500,987,2019-12-30
36005006700,36061024500,149,2019-12-30
36005006900,36061024500,114,2019-12-30
36005007100,36061024500,118,2019-12-30
36005007500,36061024500,151,2019-12-30
36005007700,36061024500,163,2019-12-30
36005007800,36061024500,133,2019-12-30
36005009300,36061024500,138,2019-12-30
36005012701,36061024500,130,2019-12-30
36005014701,36061024500,153,2019-12-30
36005017702,36061024500,217,2019-12-30
36005018301,36061024500,177,2019-12-30
36005018900,36061024500,342,2019-12-30
36005019300,36061024500,153,2019-12-30
36005019500,36061024500,281,2019-12-30
36005019900,36061024500,467,2019-12-30
36005020501,36061024500,331,2019-12-30
36005021301,36061024500,128,2019-12-30
36005021302,36061024500,155,2019-12-30
36005021502,36061024500,128,2019-12-30
36005021900,36061024500,138,2019-12-30
36005022701,36061024500,166,2019-12-30
36005022902,36061024500,135,2019-12-30
36005023100,36061024500,149,2019-12-30
36005023702,36061024500,122,2019-12-30
36005023703,36061024500,96,2019-12-30
36005025700,36061024500,139,2019-12-30
36005026701,36061024500,153,2019-12-30
36005027900,36061024500,169,2019-12-30
36005028500,36061024500,102,2019-12-30
36005028900,36061024500,105,2019-12-30
36005029600,36061024500,383,2019-12-30
36005030200,36061024500,332,2019-12-30
36005031000,36061024500,125,2019-12-30
