origin,destination,trips,date
34003006201,36005045800,138,2019-12-30
34003037100,36005045800,163,2019-12-30
34003055100,36005045800,88,2019-12-30
34017017900,36005045800,147,2019-12-30
34017019900,36005045800,203,2019-12-30
34023000603,36005045800,92,2019-12-30
36005003500,36005045800,261,2019-12-30
36005004200,36005045800,535,2019-12-30
36005004300,36005045800,479,2019-12-30
36005005001,36005045800,320,2019-12-30
36005005002,36005045800,221,2019-12-30
36005005100,36005045800,130,2019-12-30
36005005600,36005045800,126,2019-12-30
36005006200,36005045800,531,2019-12-30
36005006300,36005045800,653,2019-12-30
36005006500,36005045800,108,2019-12-30
36005006700,36005045800,505,2019-12-30
36005006900,36005045800,134,2019-12-30
36005007300,36005045800,126,2019-12-30
36005007600,36005045800,115,2019-12-30
36005007800,36005045800,107,2019-12-30
36005008300,36005045800,228,2019-12-30
36005008700,36005045800,288,2019-12-30
36005008900,36005045800,308,2019-12-30
36005009000,36005045800,275,2019-12-30
36005009300,36005045800,411,2019-12-30
36005009600,36005045800,127,2019-12-30
36005009800,36005045800,119,2019-12-30
36005011700,36005045800,736,2019-12-30
36005012101,36005045800,160,2019-12-30
36005012300,36005045800,428,2019-12-30
36005012500,36005045800,593,2019-12-30
36005012701,36005045800,243,2019-12-30
36005012901,36005045800,394,2019-12-30
36005014100,36005045800,153,2019-12-30
36005014500,36005045800,269,2019-12-30
36005015800,36005045800,144,2019-12-30
36005015900,36005045800,235,2019-12-30
36005016100,36005045800,145,2019-12-30
36005016300,36005045800,146,2019-12-30
36005016700,36005045800,284,2019-12-30
36005016900,36005045800,123,2019-12-30
36005017300,36005045800,127,2019-12-30
36005018101,36005045800,168,2019-12-30
36005018400,36005045800,229,2019-12-30
36005018500,36005045800,181,2019-12-30
36005019700,36005045800,155,2019-12-30
36005019900,36005045800,136,2019-12-30
36005020000,36005045800,864,2019-12-30
36005020501,36005045800,96,2019-12-30
36005021002,36005045800,125,2019-12-30
36005021200,36005045800,171,2019-12-30
36005021302,36005045800,155,2019-12-30
36005022000,36005045800,281,2019-12-30
36005022404,36005045800,117,2019-12-30
36005022701,36005045800,134,2019-12-30
36005022902,36005045800,300,2019-12-30
36005023100,36005045800,262,2019-12-30
36005023703,36005045800,348,2019-12-30
36005023900,36005045800,125,2019-12-30
36005024000,36005045800,147,2019-12-30
36005024100,36005045800,115,2019-12-30
36005024501,36005045800,170,2019-12-30
36005024800,36005045800,124,2019-12-30
36005024900,36005045800,116,2019-12-30
36005025100,36005045800,136,2019-12-30
36005025600,36005045800,103,2019-12-30
36005026300,36005045800,179,2019-12-30
36005026500,36005045800,411,2019-12-30
36005026701,36005045800,109,2019-12-30
36005027402,36005045800,176,2019-12-30
36005027900,36005045800,225,2019-12-30
36005028300,36005045800,116,2019-12-30
36005028400,36005045800,146,2019-12-30
36005029600,36005045800,321,2019-12-30
36005031000,36005045800,1087,2019-12-30
36005031200,36005045800,104,2019-12-30
36005032800,36005045800,331,2019-12-30
36005033000,36005045800,236,2019-12-30
36005033400,36005045800,453,2019-12-30
36005033700,36005045800,136,2019-12-30
36005033800,36005045800,261,2019-12-30
36005034000,36005045800,132,2019-12-30
36005034200,36005045800,323,2019-12-30
36005034800,36005045800,122,2019-12-30
36005035600,36005045800,128,2019-12-30
36005035900,36005045800,263,2019-12-30
36005036000,36005045800,189,2019-12-30
36005036100,36005045800,138,2019-12-30
36005036300,36005045800,371,2019-12-30
36005036400,36005045800,300,2019-12-30
36005036501,36005045800,249,2019-12-30
36005036502,36005045800,145,2019-12-30
36005036800,36005045800,109,2019-12-30
36005037300,36005045800,133,2019-12-30
36005038000,36005045800,557,2019-12-30
36005038302,36005045800,221,2019-12-30
36005038600,36005045800,1561,2019-12-30
36005038900,36005045800,103,2019-12-30
36005039000,36005045800,103,2019-12-30
36005039100,36005045800,161,2019-12-30
36005039300,36005045800,180,2019-12-30
36005039500,36005045800,256,2019-12-30
36005039700,36005045800,107,2019-12-30
36005040400,36005045800,3734,2019-12-30
36005040800,36005045800,150,2019-12-30
36005041800,36005045800,118,2019-12-30
36005041900,36005045800,214,2019-12-30
36005042000,36005045800,628,2019-12-30
36005042100,36005045800,255,2019-12-30
36005042200,36005045800,1176,2019-12-30
36005042300,36005045800,272,2019-12-30
36005042400,36005045800,2368,2019-12-30
36005042600,36005045800,3214,2019-12-30
36005043000,36005045800,141,2019-12-30
36005043100,36005045800,292,2019-12-30
36005043400,36005045800,736,2019-12-30
36005043500,36005045800,163,2019-12-30
36005044400,36005045800,175,2019-12-30
36005044901,36005045800,117,2019-12-30
36005044902,36005045800,140,2019-12-30
36005045600,36005045800,105,2019-12-30
36005045800,36005045800,5327,2019-12-30
36005046000,36005045800,445,2019-12-30
36005046201,36005045800,4317,2019-12-30
36005046202,36005045800,2015,2019-12-30
36005048400,36005045800,866,2019-12-30
36005051600,36005045800,244,2019-12-30
36047006900,36005045800,313,2019-12-30
36047028900,36005045800,141,2019-12-30
36047033900,36005045800,128,2019-12-30
36047040500,36005045800,138,2019-12-30
36047053000,36005045800,105,2019-12-30
36047096000,36005045800,249,2019-12-30
36047114400,36005045800,124,2019-12-30
36061002900,36005045800,115,2019-12-30
36061007100,36005045800,203,2019-12-30
36061007500,36005045800,158,2019-12-30
36061008400,36005045800,106,2019-12-30
36061009900,36005045800,247,2019-12-30
36061010100,36005045800,142,2019-12-30
36061011700,36005045800,138,2019-12-30
36061012100,36005045800,109,2019-12-30
36061012500,36005045800,105,2019-12-30
36061014900,36005045800,133,2019-12-30
36061015100,36005045800,320,2019-12-30
36061016100,36005045800,103,2019-12-30
36061016600,36005045800,123,2019-12-30
36061017000,36005045800,142,2019-12-30
36061018200,36005045800,115,2019-12-30
36061019600,36005045800,107,2019-12-30
36061020600,36005045800,138,2019-12-30
36061020800,36005045800,131,2019-12-30
36061021200,36005045800,597,2019-12-30
36061022000,36005045800,136,2019-12-30
36061022600,36005045800,274,2019-12-30
36061022800,36005045800,121,2019-12-30
36061024100,36005045800,124,2019-12-30
36061024500,36005045800,162,2019-12-30
36061025900,36005045800,134,2019-12-30
36061026500,36005045800,108,2019-12-30
36061026700,36005045800,235,2019-12-30
36061026900,36005045800,109,2019-12-30
36061030300,36005045800,156,2019-12-30
36061030900,36005045800,146,2019-12-30
36061031100,36005045800,148,2019-12-30
36081000100,36005045800,182,2019-12-30
36081077907,36005045800,124,2019-12-30
36087011102,36005045800,166,2019-12-30
36087011301,36005045800,269,2019-12-30
36087011303,36005045800,214,2019-12-30
36119002105,36005045800,127,2019-12-30
36119002404,36005045800,425,2019-12-30
36119002600,36005045800,981,2019-12-30
36119005500,36005045800,685,2019-12-30
36119006000,36005045800,326,2019-12-30
36119006200,36005045800,156,2019-12-30
36119009000,36005045800,131,2019-12-30
36119011800,36005045800,203,2019-12-30
36119014704,36005045800,248,2019-12-30
34003012001,36005045800,292,2020-01-06
34003015400,36005045800,84,2020-01-06
34003017100,36005045800,77,2020-01-06
34003017400,36005045800,251,2020-01-06
34003019202,36005045800,83,2020-01-06
34003042500,36005045800,130,2020-01-06
34003055100,36005045800,83,2020-01-06
34017001800,36005045800,83,2020-01-06
34023000603,36005045800,86,2020-01-06
34031196402,36005045800,93,2020-01-06
36005001600,36005045800,134,2020-01-06
36005002300,36005045800,129,2020-01-06
36005002500,36005045800,99,2020-01-06
36005002702,36005045800,245,2020-01-06
36005002800,36005045800,101,2020-01-06
36005003500,36005045800,97,2020-01-06
36005003900,36005045800,95,2020-01-06
36005004200,36005045800,553,2020-01-06
36005004300,36005045800,150,2020-01-06
36005005100,36005045800,113,2020-01-06
36005005400,36005045800,112,2020-01-06
36005006200,36005045800,130,2020-01-06
36005006300,36005045800,320,2020-01-06
36005006700,36005045800,272,2020-01-06
36005006800,36005045800,104,2020-01-06
36005006900,36005045800,82,2020-01-06
36005007100,36005045800,294,2020-01-06
36005007700,36005045800,184,2020-01-06
36005008500,36005045800,156,2020-01-06
36005008700,36005045800,91,2020-01-06
36005008900,36005045800,641,2020-01-06
36005009000,36005045800,111,2020-01-06
36005009200,36005045800,81,2020-01-06
36005009300,36005045800,109,2020-01-06
36005009600,36005045800,269,2020-01-06
36005011700,36005045800,212,2020-01-06
36005012300,36005045800,313,2020-01-06
36005012500,36005045800,122,2020-01-06
36005012701,36005045800,120,2020-01-06
36005014300,36005045800,133,2020-01-06
36005014500,36005045800,241,2020-01-06
36005014702,36005045800,325,2020-01-06
36005015700,36005045800,146,2020-01-06
36005015900,36005045800,202,2020-01-06
36005016100,36005045800,558,2020-01-06
36005016200,36005045800,110,2020-01-06
36005016500,36005045800,105,2020-01-06
36005016700,36005045800,363,2020-01-06
36005017901,36005045800,158,2020-01-06
36005018500,36005045800,253,2020-01-06
36005019400,36005045800,102,2020-01-06
36005020000,36005045800,500,2020-01-06
36005020400,36005045800,118,2020-01-06
36005020502,36005045800,131,2020-01-06
36005021302,36005045800,337,2020-01-06
36005021602,36005045800,92,2020-01-06
36005021900,36005045800,226,2020-01-06
36005022101,36005045800,93,2020-01-06
36005022102,36005045800,170,2020-01-06
36005022200,36005045800,104,2020-01-06
36005022300,36005045800,97,2020-01-06
36005022401,36005045800,221,2020-01-06
36005022403,36005045800,439,2020-01-06
36005022404,36005045800,571,2020-01-06
36005022500,36005045800,139,2020-01-06
36005022702,36005045800,93,2020-01-06
36005022703,36005045800,161,2020-01-06
36005022800,36005045800,177,2020-01-06
36005022901,36005045800,141,2020-01-06
36005023100,36005045800,112,2020-01-06
36005023702,36005045800,198,2020-01-06
36005023703,36005045800,189,2020-01-06
36005023800,36005045800,160,2020-01-06
36005024100,36005045800,79,2020-01-06
36005024400,36005045800,103,2020-01-06
36005024700,36005045800,146,2020-01-06
36005024800,36005045800,91,2020-01-06
36005025100,36005045800,123,2020-01-06
36005026500,36005045800,129,2020-01-06
36005026602,36005045800,93,2020-01-06
36005027300,36005045800,191,2020-01-06
36005027700,36005045800,113,2020-01-06
36005028400,36005045800,240,2020-01-06
36005028500,36005045800,92,2020-01-06
36005029600,36005045800,447,2020-01-06
