origin,destination,trips,date
34017002000,36047093000,295,2019-12-30
34017010100,36047093000,111,2019-12-30
34023006606,36047093000,85,2019-12-30
34023007303,36047093000,120,2019-12-30
34031124322,36047093000,324,2019-12-30
36005006300,36047093000,116,2019-12-30
36005041900,36047093000,125,2019-12-30
36047000200,36047093000,107,2019-12-30
36047000900,36047093000,242,2019-12-30
36047001800,36047093000,111,2019-12-30
36047003300,36047093000,205,2019-12-30
36047003500,36047093000,382,2019-12-30
36047003900,36047093000,356,2019-12-30
36047004300,36047093000,136,2019-12-30
36047011400,36047093000,146,2019-12-30
36047011900,36047093000,223,2019-12-30
36047012901,36047093000,108,2019-12-30
36047015900,36047093000,122,2019-12-30
36047019300,36047093000,159,2019-12-30
36047020700,36047093000,170,2019-12-30
36047022100,36047093000,147,2019-12-30
36047025200,36047093000,107,2019-12-30
36047027100,36047093000,172,2019-12-30
36047030300,36047093000,145,2019-12-30
36047030600,36047093000,102,2019-12-30
36047030700,36047093000,158,2019-12-30
36047031900,36047093000,116,2019-12-30
36047032600,36047093000,144,2019-12-30
36047033700,36047093000,142,2019-12-30
36047033900,36047093000,256,2019-12-30
36047034800,36047093000,115,2019-12-30
36047034900,36047093000,433,2019-12-30
36047035100,36047093000,485,2019-12-30
36047035300,36047093000,123,2019-12-30
36047035500,36047093000,265,2019-12-30
36047035900,36047093000,155,2019-12-30
36047036300,36047093000,145,2019-12-30
36047038700,36047093000,193,2019-12-30
36047041800,36047093000,133,2019-12-30
36047048800,36047093000,119,2019-12-30
36047050100,36047093000,105,2019-12-30
36047051200,36047093000,140,2019-12-30
36047051900,36047093000,127,2019-12-30
36047055700,36047093000,490,2019-12-30
36047057600,36047093000,119,2019-12-30
36047058000,36047093000,138,2019-12-30
36047067200,36047093000,146,2019-12-30
36047068600,36047093000,105,2019-12-30
36047069200,36047093000,286,2019-12-30
36047069601,36047093000,358,2019-12-30
36047069602,36047093000,167,2019-12-30
36047069800,36047093000,493,2019-12-30
36047072400,36047093000,107,2019-12-30
36047072800,36047093000,112,2019-12-30
36047074000,36047093000,118,2019-12-30
36047077000,36047093000,183,2019-12-30
