origin,destination,trips,date
34013980200,36081028900,114,2019-12-30
34035050701,36081028900,157,2019-12-30
36005006300,36081028900,141,2019-12-30
36005008700,36081028900,162,2019-12-30
36005033400,36081028900,129,2019-12-30
36005041100,36081028900,132,2019-12-30
36005041300,36081028900,107,2019-12-30
36047000900,36081028900,370,2019-12-30
36047002100,36081028900,128,2019-12-30
36047003300,36081028900,119,2019-12-30
36047007400,36081028900,171,2019-12-30
36047012902,36081028900,103,2019-12-30
36047013300,36081028900,115,2019-12-30
36047018300,36081028900,128,2019-12-30
36047019100,36081028900,226,2019-12-30
36047033900,36081028900,128,2019-12-30
36047041300,36081028900,213,2019-12-30
36047043100,36081028900,108,2019-12-30
36047051400,36081028900,151,2019-12-30
36047051700,36081028900,192,2019-12-30
36047052900,36081028900,126,2019-12-30
36047054900,36081028900,134,2019-12-30
36047066600,36081028900,96,2019-12-30
36047081800,36081028900,104,2019-12-30
36047090000,36081028900,150,2019-12-30
36047096600,36081028900,135,2019-12-30
36059301700,36081028900,261,2019-12-30
36059301800,36081028900,116,2019-12-30
36059407301,36081028900,572,2019-12-30
36059409000,36081028900,99,2019-12-30
36059410900,36081028900,112,2019-12-30
36059517500,36081028900,96,2019-12-30
36061001200,36081028900,145,2019-12-30
36061001401,36081028900,131,2019-12-30
36061001501,36081028900,108,2019-12-30
36061001502,36081028900,123,2019-12-30
36061001800,36081028900,130,2019-12-30
36061002201,36081028900,131,2019-12-30
36061003300,36081028900,233,2019-12-30
36061003400,36081028900,129,2019-12-30
36061003700,36081028900,138,2019-12-30
36061004700,36081028900,105,2019-12-30
36061005000,36081028900,272,2019-12-30
36061005600,36081028900,121,2019-12-30
36061006100,36081028900,96,2019-12-30
36061006300,36081028900,108,2019-12-30
36061007300,36081028900,123,2019-12-30
36061007400,36081028900,318,2019-12-30
36061007600,36081028900,109,2019-12-30
36061007700,36081028900,113,2019-12-30
36061007800,36081028900,135,2019-12-30
36061007900,36081028900,109,2019-12-30
36061008000,36081028900,468,2019-12-30
36061008400,36081028900,110,2019-12-30
36061008800,36081028900,138,2019-12-30
36061009200,36081028900,451,2019-12-30
36061009400,36081028900,103,2019-12-30
36061009600,36081028900,100,2019-12-30
36061009800,36081028900,363,2019-12-30
36061010000,36081028900,645,2019-12-30
36061010100,36081028900,324,2019-12-30
36061010200,36081028900,131,2019-12-30
36061010300,36081028900,119,2019-12-30
36061011201,36081028900,222,2019-12-30
36061011300,36081028900,107,2019-12-30
36061011600,36081028900,149,2019-12-30
36061011800,36081028900,104,2019-12-30
36061011900,36081028900,153,2019-12-30
36061012400,36081028900,127,2019-12-30
36061013300,36081028900,117,2019-12-30
36061013400,36081028900,244,2019-12-30
36061013700,36081028900,96,2019-12-30
36061014200,36081028900,145,2019-12-30
36061015002,36081028900,265,2019-12-30
36061015400,36081028900,146,2019-12-30
36061017300,36081028900,152,2019-12-30
36061024000,36081028900,325,2019-12-30
36061025100,36081028900,186,2019-12-30
36081000100,36081028900,144,2019-12-30
36081001900,36081028900,101,2019-12-30
36081003700,36081028900,184,2019-12-30
