origin,destination,trips,date
34003023501,36005028400,105,2019-12-30
34013009100,36005028400,118,2019-12-30
34013021400,36005028400,113,2019-12-30
34013980200,36005028400,119,2019-12-30
34023000603,36005028400,106,2019-12-30
34027041000,36005028400,114,2019-12-30
34031124311,36005028400,198,2019-12-30
36005001600,36005028400,196,2019-12-30
36005002800,36005028400,117,2019-12-30
36005006000,36005028400,144,2019-12-30
36005006800,36005028400,121,2019-12-30
36005007000,36005028400,107,2019-12-30
36005013500,36005028400,162,2019-12-30
36005013800,36005028400,154,2019-12-30
36005014500,36005028400,123,2019-12-30
36005015200,36005028400,153,2019-12-30
36005015800,36005028400,182,2019-12-30
36005017701,36005028400,130,2019-12-30
36005018400,36005028400,171,2019-12-30
36005018500,36005028400,114,2019-12-30
36005019400,36005028400,158,2019-12-30
36005020000,36005028400,317,2019-12-30
36005021001,36005028400,170,2019-12-30
36005021200,36005028400,126,2019-12-30
36005022200,36005028400,127,2019-12-30
36005022404,36005028400,125,2019-12-30
36005022703,36005028400,149,2019-12-30
36005022800,36005028400,162,2019-12-30
36005023200,36005028400,196,2019-12-30
36005023800,36005028400,579,2019-12-30
36005025200,36005028400,112,2019-12-30
36005025300,36005028400,289,2019-12-30
36005026400,36005028400,138,2019-12-30
36005026602,36005028400,412,2019-12-30
36005027600,36005028400,317,2019-12-30
36005028400,36005028400,3989,2019-12-30
36005029600,36005028400,548,2019-12-30
36005032600,36005028400,113,2019-12-30
36005033400,36005028400,294,2019-12-30
36005036100,36005028400,298,2019-12-30
36005036300,36005028400,148,2019-12-30
36005037100,36005028400,136,2019-12-30
36005037400,36005028400,100,2019-12-30
36005038100,36005028400,283,2019-12-30
36005039700,36005028400,107,2019-12-30
36005040600,36005028400,177,2019-12-30
36047001300,36005028400,155,2019-12-30
36047033900,36005028400,480,2019-12-30
36047037900,36005028400,126,2019-12-30
36047043500,36005028400,125,2019-12-30
36047051400,36005028400,124,2019-12-30
36047059100,36005028400,125,2019-12-30
36047086800,36005028400,158,2019-12-30
36047091000,36005028400,125,2019-12-30
36047107000,36005028400,113,2019-12-30
36059303600,36005028400,120,2019-12-30
36059409000,36005028400,111,2019-12-30
36059518501,36005028400,125,2019-12-30
36059519500,36005028400,107,2019-12-30
36061000900,36005028400,122,2019-12-30
36061001300,36005028400,100,2019-12-30
36061002900,36005028400,104,2019-12-30
36061003100,36005028400,127,2019-12-30
36061006500,36005028400,109,2019-12-30
36061008200,36005028400,139,2019-12-30
36061010100,36005028400,105,2019-12-30
36061010601,36005028400,158,2019-12-30
36061011800,36005028400,268,2019-12-30
36061012500,36005028400,319,2019-12-30
36061012600,36005028400,109,2019-12-30
36061015400,36005028400,262,2019-12-30
36061016500,36005028400,98,2019-12-30
36061017000,36005028400,142,2019-12-30
36061019200,36005028400,181,2019-12-30
36061020102,36005028400,163,2019-12-30
36061022800,36005028400,101,2019-12-30
36061024500,36005028400,100,2019-12-30
36061025100,36005028400,112,2019-12-30
36061028300,36005028400,154,2019-12-30
36081024000,36005028400,121,2019-12-30
36081038302,36005028400,137,2019-12-30
36081048000,36005028400,120,2019-12-30
36081087100,36005028400,112,2019-12-30
36081094500,36005028400,113,2019-12-30
36081098700,36005028400,152,2019-12-30
36081118100,36005028400,124,2019-12-30
36081122300,36005028400,241,2019-12-30
36081134700,36005028400,100,2019-12-30
36119002600,36005028400,243,2019-12-30
36119009703,36005028400,202,2019-12-30
36119010000,36005028400,96,2019-12-30
36119010701,36005028400,140,2019-12-30
34003023501,36005028400,89,2020-01-06
34013011900,36005028400,83,2020-01-06
34013023200,36005028400,81,2020-01-06
34017014900,36005028400,109,2020-01-06
34023006207,36005028400,97,2020-01-06
36005001900,36005028400,89,2020-01-06
36005003900,36005028400,107,2020-01-06
36005006000,36005028400,125,2020-01-06
36005006800,36005028400,423,2020-01-06
36005007000,36005028400,179,2020-01-06
36005008500,36005028400,148,2020-01-06
36005009000,36005028400,167,2020-01-06
36005009600,36005028400,277,2020-01-06
36005013100,36005028400,186,2020-01-06
36005013800,36005028400,187,2020-01-06
36005018301,36005028400,116,2020-01-06
36005019700,36005028400,81,2020-01-06
36005020000,36005028400,125,2020-01-06
36005021602,36005028400,91,2020-01-06
36005022800,36005028400,165,2020-01-06
36005023200,36005028400,284,2020-01-06
36005023800,36005028400,340,2020-01-06
36005024100,36005028400,107,2020-01-06
36005025000,36005028400,383,2020-01-06
36005025600,36005028400,117,2020-01-06
36005026602,36005028400,500,2020-01-06
36005027401,36005028400,337,2020-01-06
36005027600,36005028400,139,2020-01-06
36005028400,36005028400,314,2020-01-06
36005028900,36005028400,119,2020-01-06
36005029600,36005028400,152,2020-01-06
36005030000,36005028400,101,2020-01-06
36005032400,36005028400,155,2020-01-06
36005033202,36005028400,145,2020-01-06
36005033400,36005028400,120,2020-01-06
36005037100,36005028400,103,2020-01-06
36005037504,36005028400,376,2020-01-06
36005039700,36005028400,102,2020-01-06
36005039902,36005028400,88,2020-01-06
36005046201,36005028400,142,2020-01-06
36047000900,36005028400,96,2020-01-06
36047001100,36005028400,135,2020-01-06
36047041700,36005028400,142,2020-01-06
36047042900,36005028400,90,2020-01-06
36047090800,36005028400,99,2020-01-06
36059521801,36005028400,114,2020-01-06
36061002100,36005028400,185,2020-01-06
36061003100,36005028400,111,2020-01-06
36061006600,36005028400,108,2020-01-06
36061011800,36005028400,94,2020-01-06
36061012800,36005028400,91,2020-01-06
36061012900,36005028400,118,2020-01-06
36061015200,36005028400,118,2020-01-06
36061016001,36005028400,113,2020-01-06
36061017200,36005028400,180,2020-01-06
36061017401,36005028400,135,2020-01-06
36061017900,36005028400,86,2020-01-06
36061020800,36005028400,136,2020-01-06
36061021800,36005028400,109,2020-01-06
36061026300,36005028400,104,2020-01-06
36061030900,36005028400,120,2020-01-06
36081001600,36005028400,182,2020-01-06
36081006900,36005028400,79,2020-01-06
36081027000,36005028400,122,2020-01-06
36081059500,36005028400,168,2020-01-06
36081094500,36005028400,95,2020-01-06
36081098700,36005028400,121,2020-01-06
36119006900,36005028400,85,2020-01-06
36119009701,36005028400,99,2020-01-06
36119010100,36005028400,191,2020-01-06
36119010701,36005028400,84,2020-01-06
34003023502,36005028400,146,2020-01-13
34017002300,36005028400,130,2020-01-13
34023006207,36005028400,91,2020-01-13
34031124800,36005028400,164,2020-01-13
34031223802,36005028400,102,2020-01-13
34031246300,36005028400,92,2020-01-13
36005002702,36005028400,137,2020-01-13
36005004200,36005028400,103,2020-01-13
36005005600,36005028400,149,2020-01-13
36005006800,36005028400,135,2020-01-13
36005009000,36005028400,100,2020-01-13
36005009300,36005028400,144,2020-01-13
36005012500,36005028400,156,2020-01-13
36005013800,36005028400,133,2020-01-13
36005015800,36005028400,126,2020-01-13
36005019400,36005028400,121,2020-01-13
36005021001,36005028400,191,2020-01-13
36005021200,36005028400,143,2020-01-13
36005021601,36005028400,115,2020-01-13
36005022403,36005028400,114,2020-01-13
36005023200,36005028400,152,2020-01-13
36005023800,36005028400,104,2020-01-13
36005024000,36005028400,272,2020-01-13
36005024800,36005028400,132,2020-01-13
36005025000,36005028400,113,2020-01-13
36005025600,36005028400,148,2020-01-13
36005026400,36005028400,109,2020-01-13
36005028400,36005028400,714,2020-01-13
36005030000,36005028400,381,2020-01-13
36005032600,36005028400,113,2020-01-13
36005033400,36005028400,194,2020-01-13
36005035000,36005028400,87,2020-01-13
36005036300,36005028400,150,2020-01-13
36005036502,36005028400,180,2020-01-13
36005038600,36005028400,127,2020-01-13
36005039700,36005028400,87,2020-01-13
36005042400,36005028400,90,2020-01-13
36005046201,36005028400,191,2020-01-13
36005046202,36005028400,116,2020-01-13
36047042100,36005028400,152,2020-01-13
36047045400,36005028400,145,2020-01-13
36047079400,36005028400,117,2020-01-13
36047090800,36005028400,129,2020-01-13
36059302102,36005028400,93,2020-01-13
36059303101,36005028400,190,2020-01-13
36059407301,36005028400,91,2020-01-13
36061000800,36005028400,96,2020-01-13
36061001300,36005028400,225,2020-01-13
36061002700,36005028400,114,2020-01-13
36061003001,36005028400,95,2020-01-13
36061003100,36005028400,101,2020-01-13
36061003800,36005028400,90,2020-01-13
36061004100,36005028400,98,2020-01-13
36061007400,36005028400,143,2020-01-13
36061008800,36005028400,135,2020-01-13
36061012100,36005028400,93,2020-01-13
36061012500,36005028400,83,2020-01-13
36061012600,36005028400,176,2020-01-13
36061015100,36005028400,122,2020-01-13
36061018800,36005028400,117,2020-01-13
36061019500,36005028400,163,2020-01-13
36061021600,36005028400,157,2020-01-13
36061024301,36005028400,125,2020-01-13
36061027100,36005028400,96,2020-01-13
36081000700,36005028400,138,2020-01-13
36081033402,36005028400,109,2020-01-13
36081045400,36005028400,90,2020-01-13
36081071702,36005028400,259,2020-01-13
36081077902,36005028400,86,2020-01-13
36081098700,36005028400,285,2020-01-13
36085031901,36005028400,183,2020-01-13
36103158604,36005028400,157,2020-01-13
36119005500,36005028400,97,2020-01-13
36119005701,36005028400,100,2020-01-13
36119008403,36005028400,117,2020-01-13
36119010000,36005028400,238,2020-01-13
36119010100,36005028400,197,2020-01-13
36119014400,36005028400,147,2020-01-13
36119014806,36005028400,94,2020-01-13
34013008000,36005028400,83,2020-01-20
34017004102,36005028400,110,2020-01-20
34023000603,36005028400,96,2020-01-20
34031124311,36005028400,78,2020-01-20
34031124800,36005028400,180,2020-01-20
36005001600,36005028400,177,2020-01-20
36005002702,36005028400,160,2020-01-20
36005003900,36005028400,125,2020-01-20
36005005400,36005028400,255,2020-01-20
36005005600,36005028400,275,2020-01-20
36005005902,36005028400,146,2020-01-20
36005007000,36005028400,124,2020-01-20
36005009000,36005028400,131,2020-01-20
36005009200,36005028400,144,2020-01-20
36005012500,36005028400,146,2020-01-20
36005012701,36005028400,119,2020-01-20
