origin,destination,trips,date
36005003900,36081024000,125,2019-12-30
36005006300,36081024000,113,2019-12-30
36005008700,36081024000,146,2019-12-30
36005009300,36081024000,259,2019-12-30
36005011000,36081024000,170,2019-12-30
36005021002,36081024000,159,2019-12-30
36005021602,36081024000,144,2019-12-30
36005027700,36081024000,183,2019-12-30
36005028300,36081024000,116,2019-12-30
36005036501,36081024000,138,2019-12-30
36005037300,36081024000,133,2019-12-30
36005040900,36081024000,210,2019-12-30
36005051600,36081024000,115,2019-12-30
36047001100,36081024000,118,2019-12-30
36047003100,36081024000,165,2019-12-30
36047003700,36081024000,113,2019-12-30
36047004100,36081024000,110,2019-12-30
36047005300,36081024000,115,2019-12-30
36047018300,36081024000,126,2019-12-30
36047019700,36081024000,142,2019-12-30
36047030000,36081024000,259,2019-12-30
36047031500,36081024000,104,2019-12-30
36047033900,36081024000,192,2019-12-30
36047036700,36081024000,125,2019-12-30
36047037900,36081024000,157,2019-12-30
36047038200,36081024000,178,2019-12-30
36047038700,36081024000,116,2019-12-30
36047038900,36081024000,107,2019-12-30
36047044300,36081024000,224,2019-12-30
36047045300,36081024000,108,2019-12-30
36047049100,36081024000,104,2019-12-30
36047050801,36081024000,143,2019-12-30
36047052500,36081024000,102,2019-12-30
36047053700,36081024000,156,2019-12-30
36047059100,36081024000,125,2019-12-30
36047079602,36081024000,112,2019-12-30
36047082400,36081024000,131,2019-12-30
36047107000,36081024000,208,2019-12-30
36047107800,36081024000,108,2019-12-30
36047117400,36081024000,125,2019-12-30
36047117602,36081024000,110,2019-12-30
36047117800,36081024000,111,2019-12-30
36047118800,36081024000,126,2019-12-30
36047122000,36081024000,232,2019-12-30
36059302800,36081024000,183,2019-12-30
36059404800,36081024000,106,2019-12-30
36059404902,36081024000,161,2019-12-30
36059406001,36081024000,134,2019-12-30
36059407301,36081024000,875,2019-12-30
36059407501,36081024000,192,2019-12-30
36059408200,36081024000,126,2019-12-30
36059409600,36081024000,179,2019-12-30
36059410900,36081024000,452,2019-12-30
36059411000,36081024000,217,2019-12-30
36059415102,36081024000,103,2019-12-30
36061000700,36081024000,258,2019-12-30
36061000900,36081024000,357,2019-12-30
36061001300,36081024000,260,2019-12-30
36061001501,36081024000,189,2019-12-30
36061001502,36081024000,290,2019-12-30
36061002100,36081024000,117,2019-12-30
36061003100,36081024000,105,2019-12-30
36061003300,36081024000,153,2019-12-30
36061004900,36081024000,102,2019-12-30
36061005400,36081024000,102,2019-12-30
36061007400,36081024000,148,2019-12-30
36061007600,36081024000,355,2019-12-30
36061008601,36081024000,136,2019-12-30
36061009200,36081024000,110,2019-12-30
36061009400,36081024000,107,2019-12-30
36061009500,36081024000,122,2019-12-30
36061009600,36081024000,458,2019-12-30
36061009800,36081024000,163,2019-12-30
36061010000,36081024000,120,2019-12-30
36061010100,36081024000,608,2019-12-30
36061010400,36081024000,218,2019-12-30
36061010900,36081024000,130,2019-12-30
36061011201,36081024000,102,2019-12-30
36061011203,36081024000,153,2019-12-30
36061011401,36081024000,143,2019-12-30
36061011402,36081024000,96,2019-12-30
36061012000,36081024000,120,2019-12-30
36061012200,36081024000,156,2019-12-30
36061012500,36081024000,336,2019-12-30
36061013700,36081024000,159,2019-12-30
36061014802,36081024000,134,2019-12-30
36061015400,36081024000,129,2019-12-30
36061015602,36081024000,111,2019-12-30
36061017100,36081024000,163,2019-12-30
36061017200,36081024000,139,2019-12-30
36061018600,36081024000,131,2019-12-30
36061018700,36081024000,133,2019-12-30
36061018800,36081024000,100,2019-12-30
36061019100,36081024000,137,2019-12-30
36061019800,36081024000,130,2019-12-30
36061021200,36081024000,500,2019-12-30
36061022400,36081024000,129,2019-12-30
36061023700,36081024000,154,2019-12-30
36061023801,36081024000,197,2019-12-30
36061024302,36081024000,125,2019-12-30
36061027900,36081024000,135,2019-12-30
36081000700,36081024000,155,2019-12-30
36081003100,36081024000,122,2019-12-30
36081003300,36081024000,273,2019-12-30
36081003400,36081024000,115,2019-12-30
36081004200,36081024000,411,2019-12-30
36081004500,36081024000,188,2019-12-30
36081008700,36081024000,188,2019-12-30
36081011000,36081024000,135,2019-12-30
36081011400,36081024000,112,2019-12-30
36081011500,36081024000,138,2019-12-30
36081011600,36081024000,304,2019-12-30
36081011800,36081024000,120,2019-12-30
36081014201,36081024000,334,2019-12-30
36081014202,36081024000,758,2019-12-30
36081015200,36081024000,142,2019-12-30
36081016300,36081024000,151,2019-12-30
36081018200,36081024000,110,2019-12-30
36081018300,36081024000,129,2019-12-30
36081018401,36081024000,128,2019-12-30
36081019900,36081024000,230,2019-12-30
36081020200,36081024000,133,2019-12-30
36081020800,36081024000,1805,2019-12-30
36081021200,36081024000,2280,2019-12-30
36081021400,36081024000,1031,2019-12-30
36081021600,36081024000,318,2019-12-30
36081023200,36081024000,500,2019-12-30
36081023600,36081024000,596,2019-12-30
36081023800,36081024000,1155,2019-12-30
36081024000,36081024000,9345,2019-12-30
36081025800,36081024000,125,2019-12-30
36081026000,36081024000,170,2019-12-30
36081026300,36081024000,227,2019-12-30
36081026700,36081024000,231,2019-12-30
36081026901,36081024000,126,2019-12-30
36081027100,36081024000,108,2019-12-30
36081027200,36081024000,114,2019-12-30
36081027700,36081024000,165,2019-12-30
36081027900,36081024000,134,2019-12-30
36081028400,36081024000,325,2019-12-30
36081028700,36081024000,115,2019-12-30
36081028900,36081024000,314,2019-12-30
36081033100,36081024000,278,2019-12-30
36081033402,36081024000,182,2019-12-30
36081035200,36081024000,126,2019-12-30
36081035700,36081024000,278,2019-12-30
36081038302,36081024000,137,2019-12-30
36081040300,36081024000,285,2019-12-30
36081040500,36081024000,258,2019-12-30
36081044000,36081024000,339,2019-12-30
36081044400,36081024000,596,2019-12-30
36081044601,36081024000,1738,2019-12-30
36081044602,36081024000,241,2019-12-30
36081044800,36081024000,172,2019-12-30
36081045200,36081024000,360,2019-12-30
36081045400,36081024000,101,2019-12-30
36081045600,36081024000,200,2019-12-30
36081046000,36081024000,375,2019-12-30
36081046600,36081024000,144,2019-12-30
36081047300,36081024000,271,2019-12-30
36081047500,36081024000,116,2019-12-30
36081047600,36081024000,107,2019-12-30
36081047800,36081024000,132,2019-12-30
36081048500,36081024000,109,2019-12-30
36081050600,36081024000,146,2019-12-30
36081055200,36081024000,174,2019-12-30
36081058500,36081024000,121,2019-12-30
36081059800,36081024000,103,2019-12-30
36081061301,36081024000,127,2019-12-30
36081066400,36081024000,181,2019-12-30
36081068300,36081024000,122,2019-12-30
36081069300,36081024000,110,2019-12-30
36081071100,36081024000,245,2019-12-30
36081071600,36081024000,1071,2019-12-30
36081071701,36081024000,437,2019-12-30
36081071702,36081024000,452,2019-12-30
36081072100,36081024000,144,2019-12-30
36081073900,36081024000,105,2019-12-30
36081075701,36081024000,147,2019-12-30
36081077300,36081024000,159,2019-12-30
36081080900,36081024000,405,2019-12-30
36081081400,36081024000,166,2019-12-30
36081084000,36081024000,107,2019-12-30
36081089200,36081024000,106,2019-12-30
36081094203,36081024000,150,2019-12-30
36081094500,36081024000,130,2019-12-30
36081116100,36081024000,110,2019-12-30
36081120100,36081024000,147,2019-12-30
36081122300,36081024000,119,2019-12-30
36081126500,36081024000,121,2019-12-30
36081126700,36081024000,508,2019-12-30
36081130100,36081024000,112,2019-12-30
36081133900,36081024000,220,2019-12-30
36081134700,36081024000,350,2019-12-30
36081138501,36081024000,147,2019-12-30
36081141700,36081024000,249,2019-12-30
36081155102,36081024000,252,2019-12-30
36103122601,36081024000,98,2019-12-30
36103122802,36081024000,145,2019-12-30
