origin,destination,trips,date
17031030800,17031081201,99,2019-12-30
17031030900,17031081201,87,2019-12-30
17031031300,17031081201,151,2019-12-30
17031031400,17031081201,207,2019-12-30
17031050100,17031081201,137,2019-12-30
17031060300,17031081201,87,2019-12-30
17031062000,17031081201,94,2019-12-30
17031062900,17031081201,131,2019-12-30
17031063100,17031081201,89,2019-12-30
17031070101,17031081201,124,2019-12-30
17031070600,17031081201,272,2019-12-30
17031071000,17031081201,113,2019-12-30
17031071100,17031081201,106,2019-12-30
17031071200,17031081201,169,2019-12-30
17031071300,17031081201,111,2019-12-30
17031071400,17031081201,103,2019-12-30
17031071800,17031081201,124,2019-12-30
17031080100,17031081201,349,2019-12-30
17031080201,17031081201,136,2019-12-30
17031080202,17031081201,237,2019-12-30
17031080300,17031081201,380,2019-12-30
17031080400,17031081201,136,2019-12-30
17031081000,17031081201,418,2019-12-30
17031081100,17031081201,1467,2019-12-30
17031081201,17031081201,5854,2019-12-30
17031081202,17031081201,729,2019-12-30
17031081300,17031081201,1402,2019-12-30
17031081401,17031081201,794,2019-12-30
17031081402,17031081201,91,2019-12-30
17031081403,17031081201,461,2019-12-30
17031081500,17031081201,1066,2019-12-30
17031081600,17031081201,715,2019-12-30
17031081700,17031081201,620,2019-12-30
17031081800,17031081201,104,2019-12-30
17031160700,17031081201,80,2019-12-30
17031230700,17031081201,134,2019-12-30
17031240500,17031081201,183,2019-12-30
17031241500,17031081201,105,2019-12-30
17031242300,17031081201,122,2019-12-30
17031242800,17031081201,127,2019-12-30
17031243500,17031081201,215,2019-12-30
17031280100,17031081201,178,2019-12-30
17031281900,17031081201,224,2019-12-30
17031320100,17031081201,729,2019-12-30
17031330100,17031081201,97,2019-12-30
17031360200,17031081201,142,2019-12-30
17031390600,17031081201,98,2019-12-30
17031400300,17031081201,237,2019-12-30
17031460302,17031081201,152,2019-12-30
17031560800,17031081201,87,2019-12-30
17031611900,17031081201,159,2019-12-30
17031770602,17031081201,99,2019-12-30
17031800800,17031081201,96,2019-12-30
17031801300,17031081201,82,2019-12-30
17031804603,17031081201,105,2019-12-30
17031806801,17031081201,105,2019-12-30
17031810702,17031081201,100,2019-12-30
17031813702,17031081201,119,2019-12-30
17031824114,17031081201,161,2019-12-30
17031824123,17031081201,93,2019-12-30
17031830800,17031081201,124,2019-12-30
17031831000,17031081201,84,2019-12-30
17031832000,17031081201,274,2019-12-30
17031832300,17031081201,155,2019-12-30
17031832500,17031081201,224,2019-12-30
17031832600,17031081201,84,2019-12-30
17031833000,17031081201,218,2019-12-30
17031834700,17031081201,98,2019-12-30
17031835100,17031081201,262,2019-12-30
17031836200,17031081201,138,2019-12-30
17031838300,17031081201,137,2019-12-30
17031839100,17031081201,1472,2019-12-30
17031840100,17031081201,115,2019-12-30
17031841900,17031081201,265,2019-12-30
17031842200,17031081201,205,2019-12-30
17031843200,17031081201,97,2019-12-30
17031843700,17031081201,80,2019-12-30
17031980000,17031081201,742,2019-12-30
17031980100,17031081201,90,2019-12-30
17043844601,17031081201,89,2019-12-30
17043846411,17031081201,211,2019-12-30
