origin,destination,trips,date
17031050600,17031390100,95,2019-12-30
17031063100,17031390100,114,2019-12-30
17031070103,17031390100,94,2019-12-30
17031071500,17031390100,88,2019-12-30
17031081401,17031390100,162,2019-12-30
17031081500,17031390100,87,2019-12-30
17031150401,17031390100,96,2019-12-30
17031191301,17031390100,82,2019-12-30
17031241400,17031390100,80,2019-12-30
17031252000,17031390100,122,2019-12-30
17031320100,17031390100,89,2019-12-30
17031320600,17031390100,87,2019-12-30
17031330100,17031390100,145,2019-12-30
17031351000,17031390100,821,2019-12-30
17031351100,17031390100,193,2019-12-30
17031381400,17031390100,80,2019-12-30
17031390100,17031390100,760,2019-12-30
17031390200,17031390100,137,2019-12-30
17031390300,17031390100,243,2019-12-30
17031390600,17031390100,109,2019-12-30
17031390700,17031390100,410,2019-12-30
17031410700,17031390100,269,2019-12-30
17031410800,17031390100,303,2019-12-30
17031411000,17031390100,151,2019-12-30
17031420400,17031390100,97,2019-12-30
17031430400,17031390100,230,2019-12-30
17031520200,17031390100,95,2019-12-30
17031560800,17031390100,102,2019-12-30
17031650500,17031390100,102,2019-12-30
17031691400,17031390100,109,2019-12-30
17031710600,17031390100,138,2019-12-30
17031730400,17031390100,124,2019-12-30
17031730700,17031390100,186,2019-12-30
17031750500,17031390100,308,2019-12-30
17031813702,17031390100,130,2019-12-30
17031815400,17031390100,149,2019-12-30
17031821800,17031390100,88,2019-12-30
17031822602,17031390100,138,2019-12-30
17031824106,17031390100,94,2019-12-30
17031824115,17031390100,226,2019-12-30
17031825501,17031390100,92,2019-12-30
17031826401,17031390100,173,2019-12-30
17031828402,17031390100,90,2019-12-30
17031830300,17031390100,116,2019-12-30
17031833000,17031390100,95,2019-12-30
17031833300,17031390100,124,2019-12-30
17031835500,17031390100,93,2019-12-30
17031835800,17031390100,122,2019-12-30
17031835900,17031390100,127,2019-12-30
17031836300,17031390100,204,2019-12-30
17031836400,17031390100,102,2019-12-30
17031839000,17031390100,214,2019-12-30
17031839100,17031390100,108,2019-12-30
17031839200,17031390100,137,2019-12-30
17031839500,17031390100,104,2019-12-30
17031840200,17031390100,115,2019-12-30
17031840400,17031390100,94,2019-12-30
17031841000,17031390100,194,2019-12-30
17031841900,17031390100,364,2019-12-30
17031842000,17031390100,150,2019-12-30
17031842400,17031390100,118,2019-12-30
17031842600,17031390100,86,2019-12-30
17031842900,17031390100,243,2019-12-30
17031843200,17031390100,190,2019-12-30
17031843300,17031390100,159,2019-12-30
17031843600,17031390100,401,2019-12-30
17043844601,17031390100,85,2019-12-30
17043845902,17031390100,207,2019-12-30
17197880121,17031390100,116,2019-12-30
18089020200,17031390100,86,2019-12-30
18089040502,17031390100,117,2019-12-30
18089041200,17031390100,101,2019-12-30
18111100700,17031390100,86,2019-12-30
17031030102,17031390100,99,2020-01-06
17031032100,17031390100,86,2020-01-06
17031040900,17031390100,117,2020-01-06
17031080300,17031390100,71,2020-01-06
17031081000,17031390100,91,2020-01-06
17031081201,17031390100,77,2020-01-06
17031081300,17031390100,79,2020-01-06
17031081401,17031390100,132,2020-01-06
17031110502,17031390100,89,2020-01-06
17031150600,17031390100,82,2020-01-06
17031170100,17031390100,69,2020-01-06
17031210900,17031390100,139,2020-01-06
17031251900,17031390100,87,2020-01-06
17031252101,17031390100,102,2020-01-06
17031280400,17031390100,123,2020-01-06
17031283800,17031390100,151,2020-01-06
17031320100,17031390100,307,2020-01-06
17031320400,17031390100,224,2020-01-06
17031330100,17031390100,444,2020-01-06
17031351000,17031390100,477,2020-01-06
17031351100,17031390100,163,2020-01-06
17031381200,17031390100,93,2020-01-06
17031390100,17031390100,605,2020-01-06
17031390200,17031390100,301,2020-01-06
17031390500,17031390100,115,2020-01-06
17031390700,17031390100,147,2020-01-06
17031400300,17031390100,473,2020-01-06
17031410700,17031390100,86,2020-01-06
17031410800,17031390100,308,2020-01-06
17031411000,17031390100,109,2020-01-06
17031420300,17031390100,171,2020-01-06
17031430400,17031390100,71,2020-01-06
17031430500,17031390100,85,2020-01-06
17031440300,17031390100,93,2020-01-06
17031440600,17031390100,169,2020-01-06
17031460100,17031390100,117,2020-01-06
17031470100,17031390100,153,2020-01-06
17031500200,17031390100,83,2020-01-06
17031530100,17031390100,102,2020-01-06
17031530501,17031390100,112,2020-01-06
17031600400,17031390100,87,2020-01-06
17031600600,17031390100,79,2020-01-06
17031650500,17031390100,115,2020-01-06
17031690900,17031390100,182,2020-01-06
17031750100,17031390100,134,2020-01-06
17031813801,17031390100,93,2020-01-06
17031814200,17031390100,84,2020-01-06
17031816000,17031390100,88,2020-01-06
17031820700,17031390100,89,2020-01-06
17031821800,17031390100,173,2020-01-06
17031821900,17031390100,176,2020-01-06
17031822102,17031390100,75,2020-01-06
17031824106,17031390100,75,2020-01-06
17031824115,17031390100,110,2020-01-06
17031826201,17031390100,82,2020-01-06
17031826401,17031390100,67,2020-01-06
17031830300,17031390100,131,2020-01-06
17031833100,17031390100,490,2020-01-06
17031833300,17031390100,317,2020-01-06
17031835200,17031390100,73,2020-01-06
17031835600,17031390100,161,2020-01-06
17031835700,17031390100,95,2020-01-06
17031835800,17031390100,114,2020-01-06
17031836100,17031390100,132,2020-01-06
17031836200,17031390100,292,2020-01-06
17031836400,17031390100,93,2020-01-06
17031836500,17031390100,135,2020-01-06
17031836800,17031390100,283,2020-01-06
17031837000,17031390100,67,2020-01-06
17031837300,17031390100,97,2020-01-06
17031837800,17031390100,148,2020-01-06
17031838100,17031390100,258,2020-01-06
17031838200,17031390100,146,2020-01-06
17031839200,17031390100,125,2020-01-06
17031839600,17031390100,76,2020-01-06
17031839800,17031390100,115,2020-01-06
17031841900,17031390100,81,2020-01-06
17031842400,17031390100,256,2020-01-06
17031842500,17031390100,93,2020-01-06
17031842600,17031390100,72,2020-01-06
17031842900,17031390100,74,2020-01-06
17031843200,17031390100,89,2020-01-06
17031843500,17031390100,158,2020-01-06
17031843600,17031390100,379,2020-01-06
17031843900,17031390100,115,2020-01-06
17031980000,17031390100,303,2020-01-06
17043846102,17031390100,67,2020-01-06
17197881402,17031390100,137,2020-01-06
17197883810,17031390100,67,2020-01-06
17031031400,17031390100,134,2020-01-13
17031070200,17031390100,89,2020-01-13
17031071200,17031390100,93,2020-01-13
17031071500,17031390100,117,2020-01-13
17031150402,17031390100,191,2020-01-13
17031171000,17031390100,100,2020-01-13
17031241500,17031390100,90,2020-01-13
17031260800,17031390100,89,2020-01-13
17031281900,17031390100,83,2020-01-13
17031300500,17031390100,116,2020-01-13
17031310300,17031390100,139,2020-01-13
17031320400,17031390100,144,2020-01-13
17031320600,17031390100,80,2020-01-13
17031330100,17031390100,88,2020-01-13
17031351000,17031390100,186,2020-01-13
17031351100,17031390100,87,2020-01-13
17031390100,17031390100,468,2020-01-13
17031390200,17031390100,283,2020-01-13
17031390400,17031390100,87,2020-01-13
17031390600,17031390100,146,2020-01-13
17031390700,17031390100,405,2020-01-13
17031410100,17031390100,137,2020-01-13
17031410800,17031390100,124,2020-01-13
17031411000,17031390100,104,2020-01-13
17031430200,17031390100,78,2020-01-13
17031430300,17031390100,121,2020-01-13
17031440300,17031390100,78,2020-01-13
17031460301,17031390100,158,2020-01-13
17031490500,17031390100,86,2020-01-13
17031500200,17031390100,83,2020-01-13
17031600900,17031390100,100,2020-01-13
17031691300,17031390100,92,2020-01-13
17031691400,17031390100,86,2020-01-13
17031700401,17031390100,110,2020-01-13
17031710800,17031390100,70,2020-01-13
17031730700,17031390100,152,2020-01-13
17031740100,17031390100,118,2020-01-13
17031801603,17031390100,239,2020-01-13
17031813801,17031390100,78,2020-01-13
17031821102,17031390100,76,2020-01-13
17031821200,17031390100,77,2020-01-13
17031824120,17031390100,81,2020-01-13
17031826500,17031390100,97,2020-01-13
17031830008,17031390100,75,2020-01-13
17031830700,17031390100,94,2020-01-13
17031831000,17031390100,70,2020-01-13
17031831500,17031390100,162,2020-01-13
17031832600,17031390100,81,2020-01-13
17031833000,17031390100,88,2020-01-13
17031833100,17031390100,77,2020-01-13
17031834200,17031390100,143,2020-01-13
17031835200,17031390100,101,2020-01-13
17031835500,17031390100,96,2020-01-13
17031835900,17031390100,116,2020-01-13
17031836100,17031390100,202,2020-01-13
17031836200,17031390100,436,2020-01-13
17031836300,17031390100,143,2020-01-13
17031837300,17031390100,115,2020-01-13
17031838100,17031390100,315,2020-01-13
17031838200,17031390100,152,2020-01-13
17031839100,17031390100,276,2020-01-13
17031839200,17031390100,292,2020-01-13
17031840200,17031390100,189,2020-01-13
17031841000,17031390100,152,2020-01-13
17031841900,17031390100,88,2020-01-13
17031842400,17031390100,92,2020-01-13
17031842600,17031390100,158,2020-01-13
17031842900,17031390100,87,2020-01-13
17031843200,17031390100,92,2020-01-13
17031843600,17031390100,317,2020-01-13
17031843900,17031390100,170,2020-01-13
17031980000,17031390100,127,2020-01-13
17097861508,17031390100,294,2020-01-13
17197883522,17031390100,74,2020-01-13
18089042703,17031390100,79,2020-01-13
17031032100,17031390100,255,2020-01-20
17031063000,17031390100,102,2020-01-20
17031070600,17031390100,99,2020-01-20
17031071500,17031390100,100,2020-01-20
17031080100,17031390100,138,2020-01-20
17031081201,17031390100,164,2020-01-20
17031081800,17031390100,95,2020-01-20
17031150200,17031390100,107,2020-01-20
17031150300,17031390100,78,2020-01-20
17031221300,17031390100,74,2020-01-20
17031280900,17031390100,198,2020-01-20
17031310200,17031390100,97,2020-01-20
17031310300,17031390100,139,2020-01-20
17031310400,17031390100,123,2020-01-20
17031320100,17031390100,112,2020-01-20
17031320400,17031390100,95,2020-01-20
17031320600,17031390100,173,2020-01-20
17031330100,17031390100,596,2020-01-20
17031351000,17031390100,194,2020-01-20
17031351100,17031390100,213,2020-01-20
17031380100,17031390100,131,2020-01-20
17031381500,17031390100,85,2020-01-20
17031390100,17031390100,338,2020-01-20
17031390200,17031390100,240,2020-01-20
17031390400,17031390100,93,2020-01-20
17031400300,17031390100,143,2020-01-20
17031410800,17031390100,80,2020-01-20
17031411000,17031390100,126,2020-01-20
17031420400,17031390100,100,2020-01-20
17031420500,17031390100,78,2020-01-20
17031420800,17031390100,98,2020-01-20
17031431302,17031390100,279,2020-01-20
17031440300,17031390100,150,2020-01-20
17031460100,17031390100,109,2020-01-20
17031500300,17031390100,125,2020-01-20
17031530400,17031390100,113,2020-01-20
17031600400,17031390100,91,2020-01-20
17031600600,17031390100,73,2020-01-20
17031691200,17031390100,120,2020-01-20
17031691300,17031390100,199,2020-01-20
17031700301,17031390100,176,2020-01-20
17031750100,17031390100,73,2020-01-20
17031811302,17031390100,83,2020-01-20
17031814800,17031390100,86,2020-01-20
17031817500,17031390100,114,2020-01-20
17031821800,17031390100,90,2020-01-20
17031821900,17031390100,85,2020-01-20
17031823001,17031390100,152,2020-01-20
17031824106,17031390100,172,2020-01-20
17031824120,17031390100,82,2020-01-20
17031827901,17031390100,94,2020-01-20
17031831000,17031390100,98,2020-01-20
17031833000,17031390100,90,2020-01-20
17031833100,17031390100,256,2020-01-20
17031833300,17031390100,352,2020-01-20
17031834200,17031390100,140,2020-01-20
17031835000,17031390100,141,2020-01-20
17031835900,17031390100,131,2020-01-20
17031836100,17031390100,217,2020-01-20
17031836200,17031390100,104,2020-01-20
17031836300,17031390100,104,2020-01-20
17031836400,17031390100,100,2020-01-20
17031839000,17031390100,90,2020-01-20
17031839100,17031390100,86,2020-01-20
17031839200,17031390100,473,2020-01-20
17031839600,17031390100,113,2020-01-20
17031839800,17031390100,108,2020-01-20
17031840200,17031390100,325,2020-01-20
17031841000,17031390100,84,2020-01-20
17031841100,17031390100,76,2020-01-20
17031841800,17031390100,155,2020-01-20
17031841900,17031390100,76,2020-01-20
17031842000,17031390100,148,2020-01-20
