origin,destination,trips,date
17031020902,17031837800,309,2019-12-30
17031030601,17031837800,262,2019-12-30
17031030604,17031837800,97,2019-12-30
17031031200,17031837800,116,2019-12-30
17031050200,17031837800,98,2019-12-30
17031062100,17031837800,118,2019-12-30
17031063100,17031837800,90,2019-12-30
17031063200,17031837800,80,2019-12-30
17031071100,17031837800,189,2019-12-30
17031071200,17031837800,87,2019-12-30
17031071500,17031837800,135,2019-12-30
17031080400,17031837800,91,2019-12-30
17031081201,17031837800,107,2019-12-30
17031081500,17031837800,272,2019-12-30
17031100500,17031837800,82,2019-12-30
17031120200,17031837800,161,2019-12-30
17031120400,17031837800,90,2019-12-30
17031160300,17031837800,112,2019-12-30
17031161300,17031837800,94,2019-12-30
17031190300,17031837800,84,2019-12-30
17031191302,17031837800,296,2019-12-30
17031210501,17031837800,83,2019-12-30
17031221200,17031837800,99,2019-12-30
17031221600,17031837800,87,2019-12-30
17031230400,17031837800,218,2019-12-30
17031230600,17031837800,101,2019-12-30
17031231500,17031837800,256,2019-12-30
17031240600,17031837800,96,2019-12-30
17031240900,17031837800,98,2019-12-30
17031241400,17031837800,361,2019-12-30
17031241500,17031837800,110,2019-12-30
17031241600,17031837800,126,2019-12-30
17031242000,17031837800,110,2019-12-30
17031242100,17031837800,143,2019-12-30
17031242400,17031837800,133,2019-12-30
17031243000,17031837800,103,2019-12-30
17031243100,17031837800,104,2019-12-30
17031243200,17031837800,114,2019-12-30
17031243300,17031837800,189,2019-12-30
17031250300,17031837800,96,2019-12-30
17031250400,17031837800,161,2019-12-30
17031250600,17031837800,110,2019-12-30
17031251300,17031837800,124,2019-12-30
17031251500,17031837800,80,2019-12-30
17031252000,17031837800,397,2019-12-30
17031252202,17031837800,85,2019-12-30
17031260100,17031837800,404,2019-12-30
17031260600,17031837800,112,2019-12-30
17031260800,17031837800,212,2019-12-30
17031271400,17031837800,248,2019-12-30
17031280400,17031837800,148,2019-12-30
17031280800,17031837800,285,2019-12-30
17031280900,17031837800,944,2019-12-30
17031282800,17031837800,484,2019-12-30
17031291200,17031837800,115,2019-12-30
17031301200,17031837800,211,2019-12-30
17031320100,17031837800,447,2019-12-30
17031320400,17031837800,221,2019-12-30
17031330100,17031837800,106,2019-12-30
17031410200,17031837800,145,2019-12-30
17031410600,17031837800,110,2019-12-30
17031411000,17031837800,118,2019-12-30
17031530600,17031837800,125,2019-12-30
17031570400,17031837800,178,2019-12-30
17031590700,17031837800,161,2019-12-30
17031600600,17031837800,94,2019-12-30
17031640600,17031837800,113,2019-12-30
17031670800,17031837800,89,2019-12-30
17031770400,17031837800,94,2019-12-30
17031770700,17031837800,80,2019-12-30
17031801000,17031837800,97,2019-12-30
17031804202,17031837800,93,2019-12-30
17031804505,17031837800,91,2019-12-30
17031804603,17031837800,275,2019-12-30
17031805111,17031837800,109,2019-12-30
17031805801,17031837800,141,2019-12-30
17031805902,17031837800,278,2019-12-30
17031806004,17031837800,171,2019-12-30
17031807600,17031837800,120,2019-12-30
17031808100,17031837800,107,2019-12-30
17031810200,17031837800,147,2019-12-30
17031810702,17031837800,100,2019-12-30
17031811302,17031837800,183,2019-12-30
17031811402,17031837800,108,2019-12-30
17031813801,17031837800,111,2019-12-30
17031814200,17031837800,119,2019-12-30
17031815600,17031837800,190,2019-12-30
17031816100,17031837800,331,2019-12-30
17031816700,17031837800,90,2019-12-30
17031817101,17031837800,99,2019-12-30
17031817500,17031837800,116,2019-12-30
17031817900,17031837800,122,2019-12-30
17031818401,17031837800,112,2019-12-30
17031820901,17031837800,211,2019-12-30
17031825600,17031837800,91,2019-12-30
17031825801,17031837800,104,2019-12-30
17031827400,17031837800,154,2019-12-30
17031829901,17031837800,181,2019-12-30
17031831100,17031837800,236,2019-12-30
17031831300,17031837800,204,2019-12-30
17031831500,17031837800,93,2019-12-30
17031831700,17031837800,95,2019-12-30
17031832500,17031837800,193,2019-12-30
17031832600,17031837800,101,2019-12-30
17031833000,17031837800,499,2019-12-30
17031833100,17031837800,178,2019-12-30
17031835600,17031837800,86,2019-12-30
17031836600,17031837800,191,2019-12-30
17031836700,17031837800,129,2019-12-30
17031836800,17031837800,111,2019-12-30
17031837000,17031837800,111,2019-12-30
17031837100,17031837800,257,2019-12-30
17031837800,17031837800,2680,2019-12-30
17031838000,17031837800,364,2019-12-30
17031838100,17031837800,1035,2019-12-30
17031839100,17031837800,525,2019-12-30
17031841300,17031837800,197,2019-12-30
17031841900,17031837800,239,2019-12-30
17031842500,17031837800,106,2019-12-30
17031842900,17031837800,556,2019-12-30
17031843000,17031837800,101,2019-12-30
17031843200,17031837800,100,2019-12-30
17031843700,17031837800,90,2019-12-30
17031980100,17031837800,90,2019-12-30
17043844202,17031837800,102,2019-12-30
17043844301,17031837800,129,2019-12-30
17043844307,17031837800,107,2019-12-30
17043844402,17031837800,176,2019-12-30
17089852903,17031837800,83,2019-12-30
17097862200,17031837800,125,2019-12-30
17197880114,17031837800,95,2019-12-30
18089020200,17031837800,132,2019-12-30
17031010202,17031837800,100,2020-01-06
17031010600,17031837800,142,2020-01-06
17031031700,17031837800,84,2020-01-06
17031031800,17031837800,188,2020-01-06
17031050200,17031837800,80,2020-01-06
17031063301,17031837800,94,2020-01-06
17031070700,17031837800,152,2020-01-06
17031081000,17031837800,181,2020-01-06
17031081201,17031837800,97,2020-01-06
17031081401,17031837800,202,2020-01-06
17031081500,17031837800,448,2020-01-06
17031081700,17031837800,75,2020-01-06
17031081800,17031837800,181,2020-01-06
17031151001,17031837800,174,2020-01-06
17031160100,17031837800,89,2020-01-06
17031160200,17031837800,197,2020-01-06
17031190100,17031837800,174,2020-01-06
17031191100,17031837800,79,2020-01-06
17031191302,17031837800,233,2020-01-06
17031210100,17031837800,105,2020-01-06
17031210800,17031837800,81,2020-01-06
17031221300,17031837800,95,2020-01-06
17031230400,17031837800,104,2020-01-06
17031240500,17031837800,89,2020-01-06
17031240900,17031837800,88,2020-01-06
17031241100,17031837800,100,2020-01-06
17031241400,17031837800,81,2020-01-06
17031242400,17031837800,83,2020-01-06
17031242500,17031837800,75,2020-01-06
17031242800,17031837800,93,2020-01-06
17031243000,17031837800,85,2020-01-06
17031243400,17031837800,157,2020-01-06
17031250700,17031837800,227,2020-01-06
17031250800,17031837800,79,2020-01-06
17031251000,17031837800,75,2020-01-06
17031251800,17031837800,328,2020-01-06
17031252102,17031837800,149,2020-01-06
17031271200,17031837800,71,2020-01-06
17031280100,17031837800,291,2020-01-06
17031280400,17031837800,157,2020-01-06
17031280800,17031837800,245,2020-01-06
17031280900,17031837800,714,2020-01-06
17031281900,17031837800,93,2020-01-06
17031291200,17031837800,129,2020-01-06
17031301200,17031837800,370,2020-01-06
17031310600,17031837800,192,2020-01-06
17031320100,17031837800,436,2020-01-06
17031340300,17031837800,83,2020-01-06
17031381200,17031837800,93,2020-01-06
17031390600,17031837800,140,2020-01-06
17031400300,17031837800,85,2020-01-06
17031410800,17031837800,97,2020-01-06
17031411000,17031837800,91,2020-01-06
17031480400,17031837800,81,2020-01-06
17031530502,17031837800,93,2020-01-06
17031570100,17031837800,161,2020-01-06
17031620300,17031837800,85,2020-01-06
17031660900,17031837800,112,2020-01-06
17031691400,17031837800,86,2020-01-06
17031801901,17031837800,109,2020-01-06
17031804603,17031837800,308,2020-01-06
17031805105,17031837800,81,2020-01-06
17031805801,17031837800,89,2020-01-06
17031805902,17031837800,292,2020-01-06
17031806300,17031837800,80,2020-01-06
17031806600,17031837800,105,2020-01-06
17031811702,17031837800,222,2020-01-06
17031814800,17031837800,84,2020-01-06
17031816900,17031837800,115,2020-01-06
17031820901,17031837800,265,2020-01-06
17031822500,17031837800,88,2020-01-06
17031830900,17031837800,88,2020-01-06
17031831100,17031837800,74,2020-01-06
17031831400,17031837800,250,2020-01-06
17031832200,17031837800,99,2020-01-06
17031833000,17031837800,351,2020-01-06
17031833100,17031837800,82,2020-01-06
17031833900,17031837800,117,2020-01-06
17031834300,17031837800,75,2020-01-06
17031835000,17031837800,149,2020-01-06
17031836600,17031837800,237,2020-01-06
17031836700,17031837800,174,2020-01-06
17031836800,17031837800,380,2020-01-06
17031836900,17031837800,178,2020-01-06
17031837000,17031837800,102,2020-01-06
17031837100,17031837800,130,2020-01-06
17031837400,17031837800,212,2020-01-06
17031837800,17031837800,1157,2020-01-06
17031838000,17031837800,644,2020-01-06
17031838100,17031837800,1044,2020-01-06
17031838200,17031837800,476,2020-01-06
17031839100,17031837800,376,2020-01-06
17031840700,17031837800,281,2020-01-06
17031841200,17031837800,90,2020-01-06
17031841300,17031837800,76,2020-01-06
17031841900,17031837800,337,2020-01-06
17031842200,17031837800,119,2020-01-06
17031842400,17031837800,98,2020-01-06
17031842900,17031837800,605,2020-01-06
17031843000,17031837800,94,2020-01-06
17031843900,17031837800,111,2020-01-06
17031980000,17031837800,379,2020-01-06
17043844301,17031837800,284,2020-01-06
17043844502,17031837800,78,2020-01-06
17043844601,17031837800,112,2020-01-06
17043846504,17031837800,88,2020-01-06
17197883602,17031837800,76,2020-01-06
18089020200,17031837800,109,2020-01-06
18089040300,17031837800,86,2020-01-06
18089040401,17031837800,72,2020-01-06
17031030604,17031837800,133,2020-01-13
17031030900,17031837800,70,2020-01-13
17031031800,17031837800,172,2020-01-13
17031031900,17031837800,80,2020-01-13
17031070102,17031837800,81,2020-01-13
17031070103,17031837800,155,2020-01-13
17031070700,17031837800,169,2020-01-13
17031081000,17031837800,105,2020-01-13
17031081401,17031837800,145,2020-01-13
17031081500,17031837800,117,2020-01-13
17031081800,17031837800,110,2020-01-13
17031090200,17031837800,133,2020-01-13
17031160700,17031837800,106,2020-01-13
17031160900,17031837800,89,2020-01-13
17031190402,17031837800,70,2020-01-13
17031190900,17031837800,70,2020-01-13
17031220500,17031837800,89,2020-01-13
17031230400,17031837800,83,2020-01-13
17031230700,17031837800,87,2020-01-13
17031240300,17031837800,80,2020-01-13
17031240900,17031837800,136,2020-01-13
17031241400,17031837800,73,2020-01-13
17031242400,17031837800,85,2020-01-13
17031242800,17031837800,96,2020-01-13
17031250300,17031837800,86,2020-01-13
17031250700,17031837800,119,2020-01-13
17031260100,17031837800,103,2020-01-13
17031260200,17031837800,122,2020-01-13
17031260400,17031837800,82,2020-01-13
17031270500,17031837800,141,2020-01-13
17031271200,17031837800,139,2020-01-13
17031280100,17031837800,166,2020-01-13
17031280400,17031837800,228,2020-01-13
17031280800,17031837800,264,2020-01-13
17031280900,17031837800,647,2020-01-13
17031281900,17031837800,115,2020-01-13
17031282800,17031837800,226,2020-01-13
17031290900,17031837800,214,2020-01-13
17031291200,17031837800,85,2020-01-13
17031301701,17031837800,94,2020-01-13
17031301803,17031837800,101,2020-01-13
17031320100,17031837800,375,2020-01-13
17031320400,17031837800,208,2020-01-13
17031330100,17031837800,206,2020-01-13
17031390600,17031837800,117,2020-01-13
17031410600,17031837800,136,2020-01-13
17031500300,17031837800,79,2020-01-13
17031611500,17031837800,108,2020-01-13
17031620100,17031837800,88,2020-01-13
17031671200,17031837800,91,2020-01-13
17031740200,17031837800,270,2020-01-13
17031770901,17031837800,97,2020-01-13
17031804804,17031837800,120,2020-01-13
17031805107,17031837800,186,2020-01-13
17031806801,17031837800,263,2020-01-13
17031810702,17031837800,308,2020-01-13
17031811702,17031837800,367,2020-01-13
17031811800,17031837800,145,2020-01-13
17031812500,17031837800,138,2020-01-13
17031813000,17031837800,122,2020-01-13
17031813301,17031837800,174,2020-01-13
17031814200,17031837800,179,2020-01-13
17031815600,17031837800,76,2020-01-13
17031816000,17031837800,88,2020-01-13
17031816200,17031837800,99,2020-01-13
17031817500,17031837800,121,2020-01-13
17031818300,17031837800,96,2020-01-13
17031820901,17031837800,170,2020-01-13
17031820902,17031837800,100,2020-01-13
17031821102,17031837800,77,2020-01-13
17031821401,17031837800,85,2020-01-13
17031822102,17031837800,79,2020-01-13
17031830800,17031837800,109,2020-01-13
17031830900,17031837800,79,2020-01-13
17031831300,17031837800,86,2020-01-13
17031831500,17031837800,98,2020-01-13
17031832300,17031837800,74,2020-01-13
17031832400,17031837800,70,2020-01-13
17031832500,17031837800,91,2020-01-13
17031833000,17031837800,329,2020-01-13
17031833100,17031837800,349,2020-01-13
17031836400,17031837800,94,2020-01-13
17031836700,17031837800,358,2020-01-13
17031836800,17031837800,111,2020-01-13
17031836900,17031837800,143,2020-01-13
17031837000,17031837800,72,2020-01-13
17031837400,17031837800,248,2020-01-13
17031837800,17031837800,1716,2020-01-13
17031838000,17031837800,259,2020-01-13
17031838100,17031837800,786,2020-01-13
17031838200,17031837800,1062,2020-01-13
17031838300,17031837800,129,2020-01-13
17031838600,17031837800,121,2020-01-13
17031839100,17031837800,287,2020-01-13
17031840700,17031837800,81,2020-01-13
17031841000,17031837800,82,2020-01-13
