origin,destination,trips,date
17031032100,17031836500,197,2019-12-30
17031040100,17031836500,194,2019-12-30
17031062600,17031836500,102,2019-12-30
17031071800,17031836500,124,2019-12-30
17031081201,17031836500,91,2019-12-30
17031081300,17031836500,88,2019-12-30
17031081401,17031836500,557,2019-12-30
17031081402,17031836500,304,2019-12-30
17031081500,17031836500,324,2019-12-30
17031081600,17031836500,335,2019-12-30
17031081700,17031836500,89,2019-12-30
17031130100,17031836500,109,2019-12-30
17031221200,17031836500,99,2019-12-30
17031243500,17031836500,126,2019-12-30
17031251800,17031836500,90,2019-12-30
17031280800,17031836500,229,2019-12-30
17031300600,17031836500,99,2019-12-30
17031310800,17031836500,139,2019-12-30
17031320100,17031836500,98,2019-12-30
17031320400,17031836500,134,2019-12-30
17031320600,17031836500,119,2019-12-30
17031330100,17031836500,457,2019-12-30
17031351000,17031836500,731,2019-12-30
17031360200,17031836500,294,2019-12-30
17031380500,17031836500,137,2019-12-30
17031390100,17031836500,287,2019-12-30
17031390700,17031836500,148,2019-12-30
17031400300,17031836500,274,2019-12-30
17031400800,17031836500,159,2019-12-30
17031410100,17031836500,211,2019-12-30
17031410800,17031836500,85,2019-12-30
17031420700,17031836500,235,2019-12-30
17031430700,17031836500,86,2019-12-30
17031440102,17031836500,80,2019-12-30
17031440201,17031836500,207,2019-12-30
17031450300,17031836500,95,2019-12-30
17031460500,17031836500,96,2019-12-30
17031480500,17031836500,102,2019-12-30
17031490800,17031836500,114,2019-12-30
17031560800,17031836500,128,2019-12-30
17031630400,17031836500,92,2019-12-30
17031640400,17031836500,165,2019-12-30
17031640500,17031836500,145,2019-12-30
17031650500,17031836500,102,2019-12-30
17031661000,17031836500,96,2019-12-30
17031671500,17031836500,107,2019-12-30
17031680900,17031836500,457,2019-12-30
17031690500,17031836500,221,2019-12-30
17031691200,17031836500,93,2019-12-30
17031691300,17031836500,89,2019-12-30
17031691400,17031836500,219,2019-12-30
17031700100,17031836500,127,2019-12-30
17031711400,17031836500,113,2019-12-30
17031730201,17031836500,154,2019-12-30
17031770700,17031836500,138,2019-12-30
17031806103,17031836500,100,2019-12-30
17031814200,17031836500,92,2019-12-30
17031815200,17031836500,109,2019-12-30
17031820103,17031836500,112,2019-12-30
17031820400,17031836500,96,2019-12-30
17031821900,17031836500,85,2019-12-30
17031822102,17031836500,212,2019-12-30
17031823200,17031836500,132,2019-12-30
17031826201,17031836500,118,2019-12-30
17031826500,17031836500,111,2019-12-30
17031829302,17031836500,94,2019-12-30
17031830300,17031836500,94,2019-12-30
17031832100,17031836500,106,2019-12-30
17031834600,17031836500,133,2019-12-30
17031834700,17031836500,141,2019-12-30
17031835600,17031836500,95,2019-12-30
17031835900,17031836500,125,2019-12-30
17031836100,17031836500,129,2019-12-30
17031836400,17031836500,267,2019-12-30
17031836500,17031836500,302,2019-12-30
17031837800,17031836500,229,2019-12-30
17031838000,17031836500,137,2019-12-30
17031838200,17031836500,151,2019-12-30
17031839100,17031836500,604,2019-12-30
17031839200,17031836500,143,2019-12-30
17031839500,17031836500,80,2019-12-30
17031839600,17031836500,92,2019-12-30
17031840200,17031836500,99,2019-12-30
17031840400,17031836500,105,2019-12-30
17031841000,17031836500,87,2019-12-30
17031841100,17031836500,94,2019-12-30
17031841900,17031836500,293,2019-12-30
17031842600,17031836500,246,2019-12-30
17031842900,17031836500,129,2019-12-30
17031843500,17031836500,178,2019-12-30
17031843600,17031836500,472,2019-12-30
17031843900,17031836500,130,2019-12-30
17031980000,17031836500,115,2019-12-30
17043840908,17031836500,105,2019-12-30
17197880305,17031836500,196,2019-12-30
18089020200,17031836500,242,2019-12-30
17031020100,17031836500,160,2020-01-06
17031030603,17031836500,80,2020-01-06
17031030703,17031836500,80,2020-01-06
17031031200,17031836500,97,2020-01-06
17031031300,17031836500,150,2020-01-06
17031031400,17031836500,103,2020-01-06
17031032100,17031836500,101,2020-01-06
17031040202,17031836500,106,2020-01-06
17031061500,17031836500,75,2020-01-06
17031061902,17031836500,87,2020-01-06
17031062100,17031836500,95,2020-01-06
17031063302,17031836500,106,2020-01-06
17031070102,17031836500,85,2020-01-06
17031071400,17031836500,116,2020-01-06
17031071500,17031836500,69,2020-01-06
17031080202,17031836500,88,2020-01-06
17031080300,17031836500,85,2020-01-06
17031081201,17031836500,250,2020-01-06
17031081300,17031836500,172,2020-01-06
17031081401,17031836500,708,2020-01-06
17031081403,17031836500,96,2020-01-06
17031081500,17031836500,406,2020-01-06
17031081600,17031836500,284,2020-01-06
17031081700,17031836500,79,2020-01-06
17031081800,17031836500,170,2020-01-06
17031220300,17031836500,67,2020-01-06
17031221200,17031836500,88,2020-01-06
17031241100,17031836500,178,2020-01-06
17031280100,17031836500,282,2020-01-06
17031280800,17031836500,148,2020-01-06
