origin,destination,trips,date
17031010202,17031030703,774,2019-12-30
17031010503,17031030703,93,2019-12-30
17031020200,17031030703,96,2019-12-30
17031030102,17031030703,234,2019-12-30
17031030103,17031030703,130,2019-12-30
17031030200,17031030703,87,2019-12-30
17031030500,17031030703,300,2019-12-30
17031030603,17031030703,178,2019-12-30
17031030604,17031030703,136,2019-12-30
17031030701,17031030703,663,2019-12-30
17031030703,17031030703,1884,2019-12-30
17031030706,17031030703,1602,2019-12-30
17031030800,17031030703,1065,2019-12-30
17031030900,17031030703,400,2019-12-30
17031031000,17031030703,105,2019-12-30
17031031100,17031030703,295,2019-12-30
17031031200,17031030703,525,2019-12-30
17031031300,17031030703,771,2019-12-30
17031031400,17031030703,133,2019-12-30
17031031502,17031030703,169,2019-12-30
17031031700,17031030703,115,2019-12-30
17031031800,17031030703,113,2019-12-30
17031032100,17031030703,102,2019-12-30
17031040202,17031030703,109,2019-12-30
17031040300,17031030703,120,2019-12-30
17031040700,17031030703,109,2019-12-30
17031050200,17031030703,142,2019-12-30
17031050600,17031030703,129,2019-12-30
17031060500,17031030703,105,2019-12-30
17031060900,17031030703,103,2019-12-30
17031061000,17031030703,207,2019-12-30
17031062000,17031030703,86,2019-12-30
17031062500,17031030703,165,2019-12-30
17031062800,17031030703,98,2019-12-30
17031063000,17031030703,267,2019-12-30
17031063100,17031030703,319,2019-12-30
17031063200,17031030703,120,2019-12-30
17031063302,17031030703,269,2019-12-30
17031070102,17031030703,204,2019-12-30
17031070103,17031030703,286,2019-12-30
17031070200,17031030703,88,2019-12-30
17031070300,17031030703,224,2019-12-30
17031070400,17031030703,101,2019-12-30
17031071000,17031030703,115,2019-12-30
17031071100,17031030703,94,2019-12-30
17031071400,17031030703,80,2019-12-30
17031081201,17031030703,190,2019-12-30
17031081300,17031030703,93,2019-12-30
17031081401,17031030703,1143,2019-12-30
17031081403,17031030703,299,2019-12-30
17031081500,17031030703,196,2019-12-30
17031081600,17031030703,103,2019-12-30
17031081700,17031030703,201,2019-12-30
17031081800,17031030703,105,2019-12-30
17031130100,17031030703,99,2019-12-30
17031140200,17031030703,216,2019-12-30
17031140400,17031030703,105,2019-12-30
17031150502,17031030703,110,2019-12-30
17031161000,17031030703,151,2019-12-30
17031170100,17031030703,141,2019-12-30
17031220400,17031030703,198,2019-12-30
17031221300,17031030703,117,2019-12-30
17031221400,17031030703,86,2019-12-30
17031241400,17031030703,215,2019-12-30
17031243000,17031030703,91,2019-12-30
17031252102,17031030703,232,2019-12-30
17031280100,17031030703,241,2019-12-30
17031320100,17031030703,714,2019-12-30
17031320400,17031030703,183,2019-12-30
17031320600,17031030703,210,2019-12-30
17031330100,17031030703,151,2019-12-30
17031490400,17031030703,99,2019-12-30
17031491200,17031030703,96,2019-12-30
17031671400,17031030703,127,2019-12-30
17031750600,17031030703,88,2019-12-30
17031802300,17031030703,114,2019-12-30
17031802402,17031030703,94,2019-12-30
17031803400,17031030703,97,2019-12-30
17031806900,17031030703,226,2019-12-30
17031807600,17031030703,217,2019-12-30
17031808001,17031030703,102,2019-12-30
17031808002,17031030703,136,2019-12-30
17031808200,17031030703,110,2019-12-30
17031808702,17031030703,136,2019-12-30
17031808800,17031030703,167,2019-12-30
17031809500,17031030703,114,2019-12-30
17031809700,17031030703,89,2019-12-30
17031810301,17031030703,108,2019-12-30
17031816401,17031030703,131,2019-12-30
17031820901,17031030703,105,2019-12-30
17031822101,17031030703,102,2019-12-30
17031823901,17031030703,90,2019-12-30
17031824115,17031030703,222,2019-12-30
17031830700,17031030703,1177,2019-12-30
17031830800,17031030703,80,2019-12-30
17031831600,17031030703,111,2019-12-30
17031831900,17031030703,85,2019-12-30
17031832100,17031030703,105,2019-12-30
17031832500,17031030703,84,2019-12-30
17031832600,17031030703,93,2019-12-30
17031833000,17031030703,105,2019-12-30
17031838200,17031030703,115,2019-12-30
17031839000,17031030703,109,2019-12-30
17031839100,17031030703,796,2019-12-30
17031841900,17031030703,85,2019-12-30
17031842200,17031030703,101,2019-12-30
17031843200,17031030703,98,2019-12-30
17031980000,17031030703,242,2019-12-30
17031980100,17031030703,124,2019-12-30
17043846313,17031030703,90,2019-12-30
18089020100,17031030703,92,2019-12-30
17031010202,17031030703,320,2020-01-06
17031010503,17031030703,116,2020-01-06
17031010600,17031030703,198,2020-01-06
17031020200,17031030703,76,2020-01-06
17031020500,17031030703,78,2020-01-06
17031020602,17031030703,123,2020-01-06
17031020902,17031030703,80,2020-01-06
17031030101,17031030703,159,2020-01-06
17031030102,17031030703,196,2020-01-06
17031030103,17031030703,99,2020-01-06
17031030200,17031030703,67,2020-01-06
17031030400,17031030703,193,2020-01-06
