origin,destination,trips,date
17031050600,17031243000,101,2019-12-30
17031060400,17031243000,100,2019-12-30
17031062900,17031243000,97,2019-12-30
17031070700,17031243000,286,2019-12-30
17031071000,17031243000,147,2019-12-30
17031071100,17031243000,94,2019-12-30
17031071400,17031243000,93,2019-12-30
17031080202,17031243000,98,2019-12-30
17031080300,17031243000,80,2019-12-30
17031081201,17031243000,106,2019-12-30
17031081401,17031243000,270,2019-12-30
17031150200,17031243000,85,2019-12-30
17031160602,17031243000,89,2019-12-30
17031170700,17031243000,126,2019-12-30
17031210100,17031243000,100,2019-12-30
17031210502,17031243000,114,2019-12-30
17031220602,17031243000,87,2019-12-30
17031221500,17031243000,109,2019-12-30
17031222200,17031243000,80,2019-12-30
17031230700,17031243000,142,2019-12-30
17031240500,17031243000,197,2019-12-30
17031241400,17031243000,575,2019-12-30
17031241500,17031243000,101,2019-12-30
17031242000,17031243000,181,2019-12-30
17031242100,17031243000,114,2019-12-30
17031242200,17031243000,129,2019-12-30
17031242300,17031243000,204,2019-12-30
17031242400,17031243000,531,2019-12-30
17031242600,17031243000,87,2019-12-30
17031242800,17031243000,177,2019-12-30
17031242900,17031243000,170,2019-12-30
17031243000,17031243000,932,2019-12-30
17031243100,17031243000,485,2019-12-30
17031243500,17031243000,366,2019-12-30
17031280100,17031243000,147,2019-12-30
17031280400,17031243000,121,2019-12-30
17031281900,17031243000,89,2019-12-30
17031320100,17031243000,109,2019-12-30
17031320400,17031243000,88,2019-12-30
17031330100,17031243000,251,2019-12-30
17031390600,17031243000,111,2019-12-30
17031812000,17031243000,115,2019-12-30
17031812301,17031243000,98,2019-12-30
17031823803,17031243000,156,2019-12-30
17031830900,17031243000,292,2019-12-30
17031831000,17031243000,86,2019-12-30
17031832300,17031243000,107,2019-12-30
17031832500,17031243000,80,2019-12-30
17031832600,17031243000,314,2019-12-30
17031837800,17031243000,111,2019-12-30
17031838100,17031243000,251,2019-12-30
17031838200,17031243000,233,2019-12-30
17031839000,17031243000,240,2019-12-30
17031839100,17031243000,147,2019-12-30
17031842200,17031243000,715,2019-12-30
17031842300,17031243000,206,2019-12-30
17031843700,17031243000,94,2019-12-30
17031980000,17031243000,158,2019-12-30
17031980100,17031243000,83,2019-12-30
17043840000,17031243000,492,2019-12-30
17043844501,17031243000,91,2019-12-30
17097860103,17031243000,191,2019-12-30
55059001400,17031243000,96,2019-12-30
17031031200,17031243000,84,2020-01-06
17031061200,17031243000,86,2020-01-06
17031062800,17031243000,204,2020-01-06
17031062900,17031243000,78,2020-01-06
17031063000,17031243000,271,2020-01-06
17031070300,17031243000,73,2020-01-06
17031070700,17031243000,90,2020-01-06
17031071000,17031243000,207,2020-01-06
17031071100,17031243000,79,2020-01-06
17031071200,17031243000,384,2020-01-06
17031071300,17031243000,101,2020-01-06
17031071400,17031243000,152,2020-01-06
17031071500,17031243000,129,2020-01-06
17031071800,17031243000,96,2020-01-06
17031080100,17031243000,93,2020-01-06
17031080400,17031243000,80,2020-01-06
17031081100,17031243000,92,2020-01-06
17031081403,17031243000,113,2020-01-06
17031081700,17031243000,89,2020-01-06
17031081800,17031243000,329,2020-01-06
17031150800,17031243000,107,2020-01-06
17031160400,17031243000,209,2020-01-06
17031170500,17031243000,124,2020-01-06
17031170700,17031243000,114,2020-01-06
17031171000,17031243000,101,2020-01-06
17031180100,17031243000,202,2020-01-06
17031190100,17031243000,89,2020-01-06
17031190300,17031243000,73,2020-01-06
17031210502,17031243000,118,2020-01-06
17031221300,17031243000,67,2020-01-06
17031222200,17031243000,69,2020-01-06
17031240300,17031243000,266,2020-01-06
17031240600,17031243000,184,2020-01-06
17031240700,17031243000,103,2020-01-06
17031241000,17031243000,85,2020-01-06
17031241200,17031243000,86,2020-01-06
17031241600,17031243000,75,2020-01-06
17031242000,17031243000,170,2020-01-06
17031242200,17031243000,86,2020-01-06
17031242300,17031243000,115,2020-01-06
17031242400,17031243000,193,2020-01-06
17031242500,17031243000,88,2020-01-06
17031242700,17031243000,89,2020-01-06
17031242800,17031243000,93,2020-01-06
17031242900,17031243000,393,2020-01-06
17031243000,17031243000,551,2020-01-06
17031243100,17031243000,515,2020-01-06
17031243200,17031243000,191,2020-01-06
17031243300,17031243000,160,2020-01-06
17031280100,17031243000,85,2020-01-06
17031310500,17031243000,95,2020-01-06
17031310800,17031243000,109,2020-01-06
17031320100,17031243000,194,2020-01-06
17031320400,17031243000,188,2020-01-06
17031320600,17031243000,152,2020-01-06
17031330100,17031243000,459,2020-01-06
17031411000,17031243000,94,2020-01-06
17031600600,17031243000,110,2020-01-06
17031760802,17031243000,79,2020-01-06
17031770700,17031243000,80,2020-01-06
17031804603,17031243000,156,2020-01-06
17031807300,17031243000,282,2020-01-06
17031808002,17031243000,119,2020-01-06
17031810502,17031243000,90,2020-01-06
17031811900,17031243000,256,2020-01-06
17031820202,17031243000,80,2020-01-06
17031823803,17031243000,81,2020-01-06
17031830900,17031243000,326,2020-01-06
17031831000,17031243000,241,2020-01-06
17031831200,17031243000,94,2020-01-06
17031832200,17031243000,111,2020-01-06
17031832300,17031243000,79,2020-01-06
17031832500,17031243000,212,2020-01-06
17031832600,17031243000,267,2020-01-06
17031833000,17031243000,80,2020-01-06
17031833100,17031243000,211,2020-01-06
17031837800,17031243000,142,2020-01-06
17031838100,17031243000,123,2020-01-06
17031839000,17031243000,528,2020-01-06
17031839100,17031243000,801,2020-01-06
17031841900,17031243000,183,2020-01-06
17031842000,17031243000,134,2020-01-06
17031842200,17031243000,605,2020-01-06
17031842300,17031243000,216,2020-01-06
17031980000,17031243000,151,2020-01-06
17043840000,17031243000,234,2020-01-06
17043844601,17031243000,112,2020-01-06
17043844702,17031243000,156,2020-01-06
17043846504,17031243000,88,2020-01-06
17197883514,17031243000,178,2020-01-06
55059003002,17031243000,226,2020-01-06
