origin,destination,trips,date
17031061901,17031842900,86,2019-12-30
17031063100,17031842900,92,2019-12-30
17031081000,17031842900,122,2019-12-30
17031081100,17031842900,94,2019-12-30
17031081201,17031842900,350,2019-12-30
17031081403,17031842900,102,2019-12-30
17031081600,17031842900,92,2019-12-30
17031160900,17031842900,131,2019-12-30
17031191100,17031842900,121,2019-12-30
17031252000,17031842900,297,2019-12-30
17031260100,17031842900,105,2019-12-30
17031260800,17031842900,201,2019-12-30
17031260900,17031842900,91,2019-12-30
17031261000,17031842900,98,2019-12-30
17031280400,17031842900,234,2019-12-30
17031280900,17031842900,237,2019-12-30
17031281900,17031842900,100,2019-12-30
17031282700,17031842900,105,2019-12-30
17031283200,17031842900,214,2019-12-30
17031301200,17031842900,92,2019-12-30
17031301802,17031842900,86,2019-12-30
17031310300,17031842900,115,2019-12-30
17031310600,17031842900,392,2019-12-30
17031310800,17031842900,84,2019-12-30
17031310900,17031842900,218,2019-12-30
17031320100,17031842900,178,2019-12-30
17031320400,17031842900,80,2019-12-30
17031320600,17031842900,93,2019-12-30
17031330100,17031842900,864,2019-12-30
17031400300,17031842900,137,2019-12-30
17031400500,17031842900,263,2019-12-30
17031490500,17031842900,97,2019-12-30
17031530200,17031842900,168,2019-12-30
17031570300,17031842900,83,2019-12-30
17031570400,17031842900,107,2019-12-30
17031612000,17031842900,156,2019-12-30
17031630400,17031842900,99,2019-12-30
17031661000,17031842900,128,2019-12-30
17031670200,17031842900,172,2019-12-30
17031671100,17031842900,164,2019-12-30
17031700502,17031842900,130,2019-12-30
17031710600,17031842900,134,2019-12-30
17031750600,17031842900,135,2019-12-30
17031805002,17031842900,161,2019-12-30
17031807800,17031842900,93,2019-12-30
17031808100,17031842900,106,2019-12-30
17031813100,17031842900,80,2019-12-30
17031814200,17031842900,119,2019-12-30
17031820901,17031842900,108,2019-12-30
17031821600,17031842900,106,2019-12-30
17031823001,17031842900,119,2019-12-30
17031827901,17031842900,100,2019-12-30
17031831400,17031842900,348,2019-12-30
17031832300,17031842900,107,2019-12-30
17031833000,17031842900,189,2019-12-30
17031833100,17031842900,95,2019-12-30
17031833300,17031842900,221,2019-12-30
17031836400,17031842900,101,2019-12-30
17031838200,17031842900,191,2019-12-30
17031838300,17031842900,122,2019-12-30
17031839000,17031842900,428,2019-12-30
17031839100,17031842900,222,2019-12-30
17031840200,17031842900,191,2019-12-30
17031840400,17031842900,203,2019-12-30
17031841000,17031842900,89,2019-12-30
17031841300,17031842900,186,2019-12-30
17031841400,17031842900,116,2019-12-30
17031841900,17031842900,775,2019-12-30
17031842300,17031842900,92,2019-12-30
17031842400,17031842900,104,2019-12-30
17031842900,17031842900,3350,2019-12-30
17031843000,17031842900,304,2019-12-30
17031843200,17031842900,287,2019-12-30
17031843300,17031842900,129,2019-12-30
17043842702,17031842900,103,2019-12-30
17043846004,17031842900,100,2019-12-30
17097860101,17031842900,80,2019-12-30
17097865502,17031842900,105,2019-12-30
17197880415,17031842900,85,2019-12-30
17197881900,17031842900,119,2019-12-30
17197882802,17031842900,159,2019-12-30
18089042703,17031842900,98,2019-12-30
18089042704,17031842900,95,2019-12-30
17031081401,17031842900,97,2020-01-06
17031160900,17031842900,82,2020-01-06
17031230100,17031842900,67,2020-01-06
17031241600,17031842900,75,2020-01-06
17031250400,17031842900,135,2020-01-06
17031251900,17031842900,112,2020-01-06
17031252101,17031842900,76,2020-01-06
17031260100,17031842900,83,2020-01-06
17031260400,17031842900,121,2020-01-06
17031271200,17031842900,71,2020-01-06
17031281900,17031842900,144,2020-01-06
17031283100,17031842900,78,2020-01-06
17031283800,17031842900,256,2020-01-06
17031301200,17031842900,275,2020-01-06
17031310500,17031842900,67,2020-01-06
17031310600,17031842900,545,2020-01-06
17031310700,17031842900,194,2020-01-06
17031310800,17031842900,158,2020-01-06
17031310900,17031842900,97,2020-01-06
17031320100,17031842900,91,2020-01-06
17031320400,17031842900,172,2020-01-06
17031330100,17031842900,189,2020-01-06
17031351000,17031842900,76,2020-01-06
17031351100,17031842900,83,2020-01-06
17031390600,17031842900,130,2020-01-06
17031420700,17031842900,125,2020-01-06
17031440202,17031842900,71,2020-01-06
17031580400,17031842900,218,2020-01-06
17031610300,17031842900,173,2020-01-06
17031612000,17031842900,165,2020-01-06
17031630800,17031842900,79,2020-01-06
17031660900,17031842900,342,2020-01-06
17031661000,17031842900,100,2020-01-06
17031710700,17031842900,85,2020-01-06
17031730300,17031842900,96,2020-01-06
17031812802,17031842900,76,2020-01-06
17031813701,17031842900,96,2020-01-06
17031814200,17031842900,80,2020-01-06
17031816800,17031842900,120,2020-01-06
17031819500,17031842900,67,2020-01-06
17031822102,17031842900,80,2020-01-06
17031822702,17031842900,67,2020-01-06
17031831400,17031842900,172,2020-01-06
17031831600,17031842900,126,2020-01-06
17031832500,17031842900,304,2020-01-06
17031833100,17031842900,173,2020-01-06
17031833300,17031842900,72,2020-01-06
17031834200,17031842900,167,2020-01-06
17031835000,17031842900,102,2020-01-06
17031836200,17031842900,144,2020-01-06
17031836800,17031842900,198,2020-01-06
17031838100,17031842900,134,2020-01-06
17031838200,17031842900,507,2020-01-06
17031838700,17031842900,116,2020-01-06
17031839000,17031842900,266,2020-01-06
17031839100,17031842900,544,2020-01-06
17031840200,17031842900,159,2020-01-06
17031840400,17031842900,106,2020-01-06
17031841000,17031842900,80,2020-01-06
17031841200,17031842900,129,2020-01-06
17031841500,17031842900,157,2020-01-06
17031841900,17031842900,1147,2020-01-06
17031842200,17031842900,85,2020-01-06
17031842400,17031842900,180,2020-01-06
17031842600,17031842900,79,2020-01-06
17031842900,17031842900,1901,2020-01-06
17031843200,17031842900,158,2020-01-06
17031843300,17031842900,114,2020-01-06
17031980000,17031842900,121,2020-01-06
17043844402,17031842900,73,2020-01-06
17043846004,17031842900,89,2020-01-06
17089854700,17031842900,90,2020-01-06
