origin,destination,trips,date
17031031900,17031671500,97,2019-12-30
17031071100,17031671500,90,2019-12-30
17031081500,17031671500,97,2019-12-30
17031081700,17031671500,373,2019-12-30
17031081800,17031671500,99,2019-12-30
17031241600,17031671500,126,2019-12-30
17031250200,17031671500,184,2019-12-30
17031250800,17031671500,91,2019-12-30
17031270500,17031671500,110,2019-12-30
17031320100,17031671500,88,2019-12-30
17031340400,17031671500,143,2019-12-30
17031340600,17031671500,140,2019-12-30
17031351100,17031671500,94,2019-12-30
17031380200,17031671500,227,2019-12-30
17031381800,17031671500,144,2019-12-30
17031411000,17031671500,118,2019-12-30
17031430300,17031671500,108,2019-12-30
17031440102,17031671500,104,2019-12-30
17031440800,17031671500,149,2019-12-30
17031450300,17031671500,190,2019-12-30
17031460500,17031671500,146,2019-12-30
17031460600,17031671500,97,2019-12-30
17031500300,17031671500,114,2019-12-30
17031530503,17031671500,184,2019-12-30
17031590500,17031671500,105,2019-12-30
17031610300,17031671500,537,2019-12-30
17031611300,17031671500,104,2019-12-30
17031611400,17031671500,128,2019-12-30
17031630300,17031671500,111,2019-12-30
17031630500,17031671500,247,2019-12-30
17031630800,17031671500,113,2019-12-30
17031640100,17031671500,90,2019-12-30
17031650500,17031671500,114,2019-12-30
17031660700,17031671500,91,2019-12-30
17031660800,17031671500,108,2019-12-30
17031661000,17031671500,165,2019-12-30
17031670400,17031671500,167,2019-12-30
17031670700,17031671500,108,2019-12-30
17031670900,17031671500,331,2019-12-30
17031671100,17031671500,119,2019-12-30
17031671300,17031671500,396,2019-12-30
17031671400,17031671500,114,2019-12-30
17031671500,17031671500,3251,2019-12-30
17031671600,17031671500,308,2019-12-30
17031672000,17031671500,249,2019-12-30
17031680900,17031671500,370,2019-12-30
17031681200,17031671500,259,2019-12-30
17031681300,17031671500,157,2019-12-30
17031690300,17031671500,95,2019-12-30
17031690400,17031671500,137,2019-12-30
17031691000,17031671500,399,2019-12-30
17031691200,17031671500,246,2019-12-30
17031691300,17031671500,181,2019-12-30
17031700100,17031671500,183,2019-12-30
17031710200,17031671500,227,2019-12-30
17031710300,17031671500,192,2019-12-30
17031710500,17031671500,128,2019-12-30
17031711100,17031671500,390,2019-12-30
17031711200,17031671500,98,2019-12-30
17031711400,17031671500,93,2019-12-30
17031720100,17031671500,102,2019-12-30
17031730600,17031671500,137,2019-12-30
17031803005,17031671500,192,2019-12-30
17031804511,17031671500,115,2019-12-30
17031807700,17031671500,122,2019-12-30
17031810200,17031671500,152,2019-12-30
17031811600,17031671500,98,2019-12-30
17031813900,17031671500,96,2019-12-30
17031814200,17031671500,119,2019-12-30
17031815600,17031671500,93,2019-12-30
17031815900,17031671500,106,2019-12-30
17031816402,17031671500,82,2019-12-30
17031816600,17031671500,97,2019-12-30
17031817700,17031671500,86,2019-12-30
17031820901,17031671500,94,2019-12-30
17031821600,17031671500,960,2019-12-30
17031821800,17031671500,81,2019-12-30
17031821900,17031671500,266,2019-12-30
17031822102,17031671500,136,2019-12-30
17031822801,17031671500,95,2019-12-30
17031823001,17031671500,446,2019-12-30
17031823200,17031671500,265,2019-12-30
17031823602,17031671500,181,2019-12-30
17031824115,17031671500,131,2019-12-30
17031825801,17031671500,302,2019-12-30
17031827500,17031671500,97,2019-12-30
17031827802,17031671500,119,2019-12-30
17031834000,17031671500,103,2019-12-30
17031834300,17031671500,80,2019-12-30
17031834800,17031671500,395,2019-12-30
17031834900,17031671500,133,2019-12-30
17031835000,17031671500,211,2019-12-30
17031835800,17031671500,101,2019-12-30
17031836700,17031671500,240,2019-12-30
17031837300,17031671500,157,2019-12-30
17031838200,17031671500,283,2019-12-30
17031839100,17031671500,747,2019-12-30
17031842400,17031671500,320,2019-12-30
17031842800,17031671500,117,2019-12-30
17031842900,17031671500,97,2019-12-30
17031843600,17031671500,248,2019-12-30
17031843700,17031671500,97,2019-12-30
17031980000,17031671500,242,2019-12-30
17097861507,17031671500,90,2019-12-30
18089020200,17031671500,293,2019-12-30
17031031300,17031671500,113,2020-01-06
17031071100,17031671500,206,2020-01-06
17031081300,17031671500,158,2020-01-06
17031081401,17031671500,132,2020-01-06
17031081500,17031671500,164,2020-01-06
17031250300,17031671500,67,2020-01-06
17031250400,17031671500,136,2020-01-06
17031251800,17031671500,103,2020-01-06
17031271800,17031671500,138,2020-01-06
17031282800,17031671500,151,2020-01-06
17031301702,17031671500,84,2020-01-06
17031310700,17031671500,115,2020-01-06
17031320100,17031671500,104,2020-01-06
17031320400,17031671500,80,2020-01-06
17031411100,17031671500,80,2020-01-06
17031430300,17031671500,90,2020-01-06
17031430400,17031671500,85,2020-01-06
17031431302,17031671500,132,2020-01-06
17031440102,17031671500,150,2020-01-06
17031440300,17031671500,89,2020-01-06
17031440900,17031671500,160,2020-01-06
17031450300,17031671500,77,2020-01-06
17031490700,17031671500,90,2020-01-06
17031550100,17031671500,123,2020-01-06
17031570400,17031671500,145,2020-01-06
17031580300,17031671500,141,2020-01-06
17031580400,17031671500,90,2020-01-06
17031580600,17031671500,216,2020-01-06
17031580700,17031671500,121,2020-01-06
17031610300,17031671500,279,2020-01-06
17031610400,17031671500,74,2020-01-06
