origin,destination,trips,date
17031063000,17031710700,177,2019-12-30
17031070300,17031710700,107,2019-12-30
17031071100,17031710700,132,2019-12-30
17031071500,17031710700,116,2019-12-30
17031081201,17031710700,88,2019-12-30
17031081402,17031710700,100,2019-12-30
17031081600,17031710700,114,2019-12-30
17031081800,17031710700,146,2019-12-30
17031271400,17031710700,149,2019-12-30
17031281900,17031710700,104,2019-12-30
17031292500,17031710700,88,2019-12-30
17031310500,17031710700,86,2019-12-30
17031320100,17031710700,98,2019-12-30
17031320400,17031710700,205,2019-12-30
17031330100,17031710700,100,2019-12-30
17031340500,17031710700,119,2019-12-30
17031351100,17031710700,255,2019-12-30
17031381400,17031710700,91,2019-12-30
17031400400,17031710700,159,2019-12-30
17031410500,17031710700,102,2019-12-30
17031411100,17031710700,80,2019-12-30
17031420400,17031710700,194,2019-12-30
17031420500,17031710700,102,2019-12-30
17031430400,17031710700,136,2019-12-30
17031440201,17031710700,252,2019-12-30
17031440202,17031710700,138,2019-12-30
17031440300,17031710700,121,2019-12-30
17031460600,17031710700,109,2019-12-30
17031480300,17031710700,353,2019-12-30
17031490800,17031710700,114,2019-12-30
17031490901,17031710700,106,2019-12-30
17031490902,17031710700,94,2019-12-30
17031510300,17031710700,91,2019-12-30
17031520400,17031710700,91,2019-12-30
17031580400,17031710700,110,2019-12-30
17031610300,17031710700,395,2019-12-30
17031620400,17031710700,161,2019-12-30
17031630400,17031710700,92,2019-12-30
17031630800,17031710700,377,2019-12-30
17031630900,17031710700,195,2019-12-30
17031640100,17031710700,107,2019-12-30
17031640800,17031710700,103,2019-12-30
17031650301,17031710700,87,2019-12-30
17031650500,17031710700,478,2019-12-30
17031660302,17031710700,110,2019-12-30
17031660400,17031710700,108,2019-12-30
17031660700,17031710700,99,2019-12-30
17031670600,17031710700,121,2019-12-30
17031670900,17031710700,142,2019-12-30
17031671200,17031710700,118,2019-12-30
17031671500,17031710700,100,2019-12-30
17031681100,17031710700,134,2019-12-30
17031681400,17031710700,117,2019-12-30
17031690400,17031710700,80,2019-12-30
17031691200,17031710700,497,2019-12-30
17031691300,17031710700,387,2019-12-30
17031691400,17031710700,103,2019-12-30
17031700100,17031710700,94,2019-12-30
17031700401,17031710700,216,2019-12-30
17031700402,17031710700,304,2019-12-30
17031710200,17031710700,92,2019-12-30
17031710300,17031710700,714,2019-12-30
17031710400,17031710700,362,2019-12-30
17031710500,17031710700,768,2019-12-30
17031710600,17031710700,380,2019-12-30
17031710700,17031710700,1201,2019-12-30
17031710800,17031710700,674,2019-12-30
17031710900,17031710700,102,2019-12-30
17031711100,17031710700,922,2019-12-30
17031711200,17031710700,104,2019-12-30
17031711400,17031710700,188,2019-12-30
17031720100,17031710700,166,2019-12-30
17031730201,17031710700,197,2019-12-30
17031730300,17031710700,219,2019-12-30
17031730500,17031710700,98,2019-12-30
17031750100,17031710700,132,2019-12-30
17031750500,17031710700,198,2019-12-30
17031806900,17031710700,121,2019-12-30
17031816100,17031710700,202,2019-12-30
17031820201,17031710700,436,2019-12-30
17031820901,17031710700,380,2019-12-30
17031820902,17031710700,184,2019-12-30
17031821102,17031710700,202,2019-12-30
17031821600,17031710700,1342,2019-12-30
17031821800,17031710700,242,2019-12-30
17031821900,17031710700,206,2019-12-30
17031822000,17031710700,250,2019-12-30
17031822101,17031710700,300,2019-12-30
17031822301,17031710700,111,2019-12-30
17031822801,17031710700,146,2019-12-30
17031823001,17031710700,309,2019-12-30
17031823302,17031710700,107,2019-12-30
17031823602,17031710700,231,2019-12-30
17031823702,17031710700,100,2019-12-30
17031824106,17031710700,110,2019-12-30
17031824107,17031710700,96,2019-12-30
17031824115,17031710700,244,2019-12-30
17031825803,17031710700,221,2019-12-30
17031827200,17031710700,199,2019-12-30
17031827500,17031710700,116,2019-12-30
17031827902,17031710700,183,2019-12-30
17031828100,17031710700,123,2019-12-30
17031828300,17031710700,85,2019-12-30
17031828506,17031710700,184,2019-12-30
17031829902,17031710700,97,2019-12-30
17031830004,17031710700,244,2019-12-30
17031832300,17031710700,97,2019-12-30
17031833100,17031710700,444,2019-12-30
17031834000,17031710700,144,2019-12-30
17031834200,17031710700,113,2019-12-30
17031834300,17031710700,103,2019-12-30
17031834900,17031710700,106,2019-12-30
17031835500,17031710700,107,2019-12-30
17031836200,17031710700,171,2019-12-30
17031838100,17031710700,128,2019-12-30
17031838200,17031710700,164,2019-12-30
17031838800,17031710700,187,2019-12-30
17031839100,17031710700,476,2019-12-30
17031841900,17031710700,301,2019-12-30
17031842200,17031710700,117,2019-12-30
17031842400,17031710700,1680,2019-12-30
17031842800,17031710700,94,2019-12-30
17031843000,17031710700,141,2019-12-30
17031843400,17031710700,99,2019-12-30
17031980000,17031710700,253,2019-12-30
17031980100,17031710700,184,2019-12-30
17043845508,17031710700,88,2019-12-30
17089852903,17031710700,260,2019-12-30
18089020200,17031710700,432,2019-12-30
18089020300,17031710700,81,2019-12-30
18089040401,17031710700,100,2019-12-30
18089040502,17031710700,91,2019-12-30
18089040600,17031710700,84,2019-12-30
17031030603,17031710700,108,2020-01-06
17031030706,17031710700,85,2020-01-06
17031031501,17031710700,127,2020-01-06
17031040201,17031710700,77,2020-01-06
17031040700,17031710700,74,2020-01-06
17031060800,17031710700,113,2020-01-06
17031063000,17031710700,72,2020-01-06
17031070300,17031710700,274,2020-01-06
17031071100,17031710700,203,2020-01-06
17031081000,17031710700,217,2020-01-06
17031081401,17031710700,111,2020-01-06
17031081403,17031710700,80,2020-01-06
17031081500,17031710700,74,2020-01-06
17031081600,17031710700,83,2020-01-06
17031081800,17031710700,135,2020-01-06
17031240500,17031710700,117,2020-01-06
17031241400,17031710700,67,2020-01-06
17031250400,17031710700,173,2020-01-06
17031251400,17031710700,74,2020-01-06
17031252102,17031710700,75,2020-01-06
17031260100,17031710700,81,2020-01-06
17031260300,17031710700,83,2020-01-06
17031260400,17031710700,108,2020-01-06
17031283200,17031710700,78,2020-01-06
17031301702,17031710700,95,2020-01-06
17031310900,17031710700,79,2020-01-06
17031320100,17031710700,189,2020-01-06
17031320400,17031710700,174,2020-01-06
17031400500,17031710700,114,2020-01-06
17031410500,17031710700,107,2020-01-06
17031420700,17031710700,75,2020-01-06
17031420800,17031710700,83,2020-01-06
17031430400,17031710700,95,2020-01-06
17031430500,17031710700,126,2020-01-06
17031430600,17031710700,90,2020-01-06
17031440201,17031710700,198,2020-01-06
17031440202,17031710700,209,2020-01-06
17031440300,17031710700,180,2020-01-06
17031440700,17031710700,84,2020-01-06
17031460200,17031710700,143,2020-01-06
17031480100,17031710700,184,2020-01-06
17031480200,17031710700,85,2020-01-06
17031480300,17031710700,107,2020-01-06
17031490700,17031710700,165,2020-01-06
